code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
0001,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0001,Revenue,138,128,123,88,34,30,35,34,26,35,35
0001,NP,24,24,19,11,3,2,3,1,1,1,4
0001,EPS,0.03,0.03,0.03,0.02,0.01,0.01,0.01,—,—,0.01,0.02
0001,DPS,0.01,0.01,0.01,—,—,—,—,—,—,0.01,—
0001,Div Payout,33.9,34.9,37.0,—,—,27.4,—,—,—,83.3,—
0001,Shares,830,789,666,643,243,243,243,243,243,243,243
0001,BVPS,0.35,0.33,0.31,0.20,0.18,0.17,0.16,0.16,0.15,0.15,0.13
0001,OCF,17,16,24,12,-3,-1,—,—,6,-2,4
0001,FCF,11,12,22,9,-3,-1,-1,-1,6,-3,3
0001,NP Margin,17.62,18.30,15.76,12.65,7.52,7.71,8.54,2.32,2.46,4.24,11.06
0001,ROE,10.52,10.50,9.65,9.27,5.94,5.64,7.57,2.07,1.76,4.05,11.23
0001,Revenue GR,33.46,4.42,39.29,156.29,13.26,-12.96,4.21,27.59,-24.14,0.25,3.99
0001,Revenue GR 3Y avg,—,55.05,59.31,36.20,0.90,4.99,0.29,-1.00,-7.53,16.79,1.62
0001,Revenue GR 5Y avg,—,29.73,29.68,27.43,-0.11,-2.52,1.01,9.05,-4.41,-1.72,-3.57
0001,Revenue GR 10Y avg,—,14.47,18.92,10.37,-0.92,-3.05,—,—,—,—,—
0001,NP GR,—,108.59,102.16,55.28,49.40,53.66,26.66,-41.22,—,—,—
0001,NP GR 3Y avg,—,51.11,90.31,76.78,12.02,-9.30,—,—,—,—,—
0001,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0001,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001,EPS GR,—,-1.00,46.12,92.52,10.31,-21.14,284.38,18.52,-55.00,-61.78,—
0001,EPS GR 3Y avg,—,40.69,45.86,18.76,49.54,53.16,27.03,-41.15,—,—,—
0001,EPS GR 5Y avg,—,19.36,56.56,50.14,12.27,-9.18,—,—,—,—,—
0001,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0001,OCF GR,—,-34.46,103.95,—,—,—,—,-97.20,—,—,449.89
0001,FCF GR,—,-46.05,160.66,—,—,—,—,—,—,—,493.46
0001,D/E,—,—,—,—,—,—,—,—,—,—,—
0001,Price,1.6200,1.8500,0.7250,0.5600,0.4000,0.1350,0.1200,0.0950,0.1300,0.1400,0.1200
