code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
0001,Year End,TTM,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
0001,Revenue,120,123,88,34,30,35,34,26,35,35,33
0001,NP,20,19,11,3,2,3,1,1,1,4,—
0001,EPS,0.03,0.03,0.02,0.01,0.01,0.01,—,—,0.01,0.02,—
0001,DPS,—,0.01,—,—,—,—,—,—,0.01,—,—
0001,Div Payout,—,37.0,—,—,27.4,—,—,—,83.3,—,—
0001,Shares,655,643,643,243,243,243,243,243,243,243,243
0001,BVPS,0.33,0.31,0.20,0.18,0.17,0.16,0.16,0.15,0.15,0.13,0.13
0001,OCF,31,24,12,-3,-1,—,—,6,-2,4,1
0001,FCF,27,22,9,-3,-1,-1,-1,6,-3,3,1
0001,NP Margin,17.00,15.76,12.65,7.52,7.71,8.54,2.32,2.46,4.24,11.06,-0.08
0001,ROE,9.90,9.65,9.27,5.94,5.64,7.57,2.07,1.76,4.05,11.23,-0.08
0001,Revenue GR,-20.97,39.29,156.29,13.26,-12.96,4.21,27.59,-24.14,0.25,3.99,52.82
0001,Revenue GR 3Y avg,—,59.31,36.20,0.90,4.99,0.29,-1.00,-7.53,16.79,1.62,-4.19
0001,Revenue GR 5Y avg,—,29.68,27.43,-0.11,-2.52,1.01,9.05,-4.41,-1.72,-3.57,—
0001,Revenue GR 10Y avg,—,18.92,10.37,-0.92,-3.05,—,—,—,—,—,—
0001,NP GR,—,102.16,55.28,49.40,53.66,26.66,-41.22,—,—,—,—
0001,NP GR 3Y avg,—,90.31,76.78,12.02,-9.30,—,—,—,—,—,—
0001,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0001,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001,EPS GR,7.23,46.12,92.52,10.31,-21.14,284.38,18.52,-55.00,-61.78,—,—
0001,EPS GR 3Y avg,—,45.86,18.76,49.54,53.16,27.03,-41.15,—,—,—,—
0001,EPS GR 5Y avg,—,56.56,50.14,12.27,-9.18,—,—,—,—,—,—
0001,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0001,OCF GR,—,103.95,—,—,—,—,-97.20,—,—,449.89,—
0001,FCF GR,—,160.66,—,—,—,—,—,—,—,493.46,—
0001,D/E,—,—,—,—,—,—,—,—,—,—,—
0001,Price,1.1200,0.7250,0.5600,0.4000,0.1350,0.1200,0.0950,0.1300,0.1400,0.1200,0.0900
0002,Year End,TTM,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06,2010-06
0002,Revenue,175,173,178,166,160,145,147,131,127,113,102
0002,NP,28,22,16,12,8,1,6,4,1,-2,12
0002,EPS,0.19,0.16,0.11,0.09,0.06,0.01,0.04,0.03,0.01,-0.02,0.09
0002,DPS,0.08,0.06,0.04,0.02,—,—,—,—,—,—,—
0002,Div Payout,45.9,40.1,47.2,20.8,—,—,—,—,—,—,—
0002,Shares,145,142,142,141,138,139,137,129,124,124,124
0002,BVPS,1.23,1.15,1.10,1.05,0.97,0.91,0.87,0.78,0.79,0.81,—
0002,OCF,46,37,36,33,26,29,20,20,4,15,3
0002,FCF,40,24,29,30,16,21,7,9,-2,6,-34
0002,NP Margin,16.12,12.86,8.82,7.45,4.84,0.73,3.84,2.81,0.88,-1.90,11.45
0002,ROE,16.22,13.64,10.67,9.07,6.14,0.88,4.99,3.51,1.11,-2.10,12.09
0002,Revenue GR,14.19,-3.32,7.28,3.83,10.37,-1.49,12.25,3.43,12.50,10.24,—
0002,Revenue GR 3Y avg,—,2.50,7.13,4.12,6.86,4.57,9.31,8.65,12.15,9.19,—
0002,Revenue GR 5Y avg,—,3.21,6.33,5.56,7.26,7.24,10.37,8.66,8.83,10.37,—
0002,Revenue GR 10Y avg,—,6.73,7.49,7.18,8.81,—,—,—,—,—,—
0002,NP GR,—,41.94,145.84,29.87,28.16,-1.88,—,-31.99,-50.27,—,—
0002,NP GR 3Y avg,—,31.43,33.70,61.68,—,-38.16,-9.11,-14.77,-34.91,—,—
0002,NP GR 5Y avg,—,9.30,6.75,2.59,-2.49,—,—,—,—,—,—
0002,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0002,EPS GR,42.47,41.08,25.99,56.76,639.47,-81.60,44.91,213.19,—,—,—
0002,EPS GR 3Y avg,—,40.72,144.44,28.73,25.40,-5.83,—,-32.99,-50.27,—,—
0002,EPS GR 5Y avg,—,30.55,31.25,57.47,—,-39.62,-11.01,-15.46,-44.07,—,—
0002,EPS GR 10Y avg,—,7.78,5.34,-6.15,-3.48,—,—,—,—,—,—
0002,OCF GR,—,3.64,8.17,27.27,-10.38,43.55,-0.52,375.70,-71.29,368.55,—
0002,FCF GR,—,-16.49,-2.16,84.30,-23.30,196.68,-18.22,—,—,—,—
0002,D/E,0.12,0.18,0.30,0.40,0.51,0.62,0.71,0.84,0.90,0.87,0.83
0002,Price,2.9100,2.9100,1.7600,1.8200,2.0800,1.0400,1.1300,1.4000,0.6700,0.6000,0.4800
0005,Year End,TTM,2019-05,2018-05,2017-05,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12,2008-12
0005,Revenue,15,29,48,6,1,4,4,6,2,4,4
0005,NP,-7,6,15,-1,-7,-6,-1,-4,-3,-1,-5
0005,EPS,-0.01,0.02,0.04,—,-0.02,-0.02,—,-0.01,-0.01,—,-0.02
0005,DPS,—,—,—,—,—,—,—,—,—,—,—
0005,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0005,Shares,471,369,369,373,294,291,291,291,291,291,291
0005,BVPS,0.07,0.09,0.06,0.03,—,—,—,—,—,—,—
0005,OCF,-2,2,22,—,—,-1,1,-1,1,-2,—
0005,FCF,-2,-4,-1,—,—,-1,—,-1,1,-3,—
0005,NP Margin,-45.83,22.51,30.76,-14.03,-611.97,-157.66,-12.69,-60.50,-121.61,-21.32,-138.71
0005,ROE,-18.25,18.35,68.37,-6.79,-55.43,-33.06,-2.72,-17.89,-12.00,-2.86,-17.40
0005,Revenue GR,-68.33,-40.32,744.64,96.50,-69.22,-11.46,-34.83,158.64,-31.54,—,—
0005,Revenue GR 3Y avg,—,108.73,79.67,7.81,-43.79,14.28,4.89,19.41,-31.70,—,—
0005,Revenue GR 5Y avg,—,35.51,37.36,14.24,-20.65,-0.35,-11.69,-18.90,—,—,—
0005,Revenue GR 10Y avg,—,12.33,9.06,—,—,—,—,—,—,—,—
0005,NP GR,—,—,—,—,—,—,—,—,—,—,—
0005,NP GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
0005,NP GR 5Y avg,—,26.64,20.74,—,—,—,—,—,—,—,—
0005,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0005,EPS GR,-213.21,-56.22,—,—,—,—,—,—,—,—,—
0005,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
0005,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0005,EPS GR 10Y avg,—,23.36,27.09,—,—,—,—,—,—,—,—
0005,OCF GR,—,-88.98,—,—,—,—,—,—,—,—,—
0005,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0005,D/E,—,—,—,—,—,—,—,—,—,—,—
0005,Price,0.1600,0.1600,0.2050,0.2100,0.0600,0.0850,0.0450,0.0400,0.0500,0.0700,0.0400
0006,Year End,TTM,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
0006,Revenue,53,58,57,51,47,49,53,58,53,45,38
0006,NP,-2,—,—,—,-1,—,1,1,1,1,—
0006,EPS,-0.03,—,0.01,-0.01,-0.01,0.01,0.02,0.02,0.03,0.02,0.01
0006,DPS,—,—,—,—,—,—,—,—,—,—,—
0006,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0006,Shares,49,49,49,49,49,49,49,49,49,49,49
0006,BVPS,0.48,—,—,—,—,—,—,—,—,—,—
0006,OCF,2,3,-4,-4,—,4,-4,6,-3,3,-2
0006,FCF,—,3,-4,-4,—,4,-5,5,-4,3,-2
0006,NP Margin,-2.90,0.04,0.62,-0.74,-1.33,0.76,1.46,1.47,2.62,2.49,0.97
0006,ROE,-6.12,0.09,1.36,-1.45,-2.37,1.42,2.95,3.40,5.83,4.88,1.66
0006,Revenue GR,9.24,1.04,11.78,8.71,-4.80,-5.98,-9.44,9.26,19.49,18.68,—
0006,Revenue GR 3Y avg,—,7.08,4.98,-0.91,-6.76,-2.38,5.74,15.71,17.39,10.75,—
0006,Revenue GR 5Y avg,—,1.91,-0.30,-0.76,1.14,5.70,9.86,12.14,10.10,—,—
0006,Revenue GR 10Y avg,—,5.81,5.74,4.53,—,—,—,—,—,—,—
0006,NP GR,—,—,-2.16,—,—,-35.30,-11.59,32.63,40.27,48.29,—
0006,NP GR 3Y avg,—,-49.88,-16.15,—,—,0.65,8.68,20.20,—,—,—
0006,NP GR 5Y avg,—,-26.19,0.40,—,—,—,—,—,—,—,—
0006,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0006,EPS GR,—,-93.15,—,—,—,-50.63,-10.23,-38.89,25.76,205.33,—
0006,EPS GR 3Y avg,—,—,-2.18,—,—,-35.30,-11.64,32.89,40.43,48.45,—
0006,EPS GR 5Y avg,—,-49.87,-16.14,—,—,0.79,8.72,20.25,—,—,—
0006,EPS GR 10Y avg,—,-26.18,0.42,—,—,—,—,—,—,—,—
0006,OCF GR,—,—,—,—,—,—,—,—,—,—,—
0006,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0006,D/E,0.02,—,—,—,0.01,0.01,0.02,0.01,—,—,—
0006,Price,0.3300,0.3300,0.3100,0.3100,0.3850,0.2900,0.3000,0.3600,0.3800,0.3200,0.3400
0008,Year End,TTM,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
0008,Revenue,142,138,135,155,132,119,110,103,83,52,54
0008,NP,12,15,11,19,18,18,17,19,15,9,9
0008,EPS,0.02,0.03,0.02,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.02
0008,DPS,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0008,Div Payout,61.5,32.9,39.9,23.4,26.4,29.3,26.7,25.7,31.6,53.0,53.0
0008,Shares,486,487,487,487,487,487,487,487,487,487,494
0008,BVPS,0.34,0.33,0.31,0.30,0.26,0.24,0.19,0.16,0.15,0.12,0.12
0008,OCF,19,20,44,4,3,5,17,17,2,5,15
0008,FCF,17,19,43,-3,3,3,13,15,1,5,15
0008,NP Margin,8.40,10.80,8.25,12.05,13.85,15.17,15.87,18.87,18.43,16.31,17.11
0008,ROE,7.41,9.33,7.34,13.13,14.16,16.35,18.78,24.48,22.89,13.82,15.36
0008,Revenue GR,18.57,2.35,-13.39,17.72,10.68,8.67,6.96,23.00,59.94,-4.24,-12.15
0008,Revenue GR 3Y avg,—,1.43,4.11,12.29,8.76,12.65,28.14,23.50,10.40,0.65,1.60
0008,Revenue GR 5Y avg,—,4.65,5.57,13.25,20.41,16.97,12.10,14.94,9.94,5.75,—
0008,Revenue GR 10Y avg,—,8.31,10.16,11.58,12.84,—,—,—,—,—,—
0008,NP GR,—,-6.65,-15.00,2.43,-1.90,5.57,26.97,27.58,6.82,1.81,4.21
0008,NP GR 3Y avg,—,-3.11,-10.51,4.01,16.53,14.18,6.66,19.15,13.29,1.10,—
0008,NP GR 5Y avg,—,1.66,3.26,8.55,8.54,—,—,—,—,—,—
0008,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0008,EPS GR,-17.65,34.21,-40.70,2.40,1.08,3.92,-10.06,25.79,81.09,-7.43,-26.08
0008,EPS GR 3Y avg,—,-6.59,-15.02,2.46,-1.88,5.54,27.01,28.24,7.41,2.40,4.33
0008,EPS GR 5Y avg,—,-3.06,-10.52,4.00,16.56,14.53,6.99,19.59,13.74,3.07,—
0008,EPS GR 10Y avg,—,1.84,3.44,8.76,9.61,—,—,—,—,—,—
0008,OCF GR,—,-54.81,—,3.58,-26.31,-72.49,0.05,975.00,-70.06,-64.79,72.45
0008,FCF GR,—,-55.50,—,—,-26.26,-73.29,-17.51,—,-88.16,-66.30,75.56
0008,D/E,0.02,0.02,—,—,—,—,—,—,—,—,—
0008,Price,0.4700,0.5200,0.5050,1.1300,0.7550,0.7100,0.7500,0.6800,0.3400,0.3000,0.4000
0010,Year End,TTM,2020-03,2019-03,2018-03,2017-03,2016-03,2015-03,2014-03,2013-03,2012-03,2010-12
0010,Revenue,181,230,229,335,438,476,564,573,537,484,366
0010,NP,1,14,38,-124,-292,6,-21,23,18,41,28
0010,EPS,—,—,0.01,-0.05,-0.13,—,-0.01,0.01,0.01,0.02,0.02
0010,DPS,—,—,—,—,—,—,—,—,—,—,—
0010,Div Payout,—,—,—,—,—,—,—,30.6,29.6,—,—
0010,Shares,"2,966","2,966","2,735","2,412","2,233","2,077","2,040","1,868","1,606","1,532","1,416"
0010,BVPS,0.10,0.10,0.09,0.11,0.25,0.27,0.29,0.28,0.26,0.22,—
0010,OCF,12,-17,71,34,54,-48,-52,-73,17,111,-36
0010,FCF,4,-26,70,27,52,-76,-82,-123,-102,94,-48
0010,NP Margin,0.77,5.97,16.69,-36.91,-66.75,1.27,-3.70,4.06,3.43,8.44,7.66
0010,ROE,0.49,4.91,16.41,-51.27,-69.71,1.10,-3.81,4.82,4.50,10.14,8.56
0010,Revenue GR,-66.78,0.15,-31.51,-23.53,-8.11,-15.62,-1.53,6.73,11.01,24.99,10.36
0010,Revenue GR 3Y avg,—,-19.35,-21.63,-15.99,-8.60,-3.92,5.28,14.80,15.98,17.61,18.59
0010,Revenue GR 5Y avg,—,-16.47,-16.75,-9.02,-1.98,5.14,10.66,14.19,18.57,14.75,—
0010,Revenue GR 10Y avg,—,-3.53,-2.12,4.20,6.26,—,—,—,—,—,—
0010,NP GR,—,—,84.90,—,—,-31.02,—,-5.55,5.31,51.12,54.96
0010,NP GR 3Y avg,—,—,10.44,—,—,-25.31,—,16.01,18.58,50.52,—
0010,NP GR 5Y avg,—,-1.24,13.26,—,—,—,—,—,—,—,—
0010,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0010,EPS GR,-131.25,-67.14,—,—,—,—,—,4.17,-55.56,28.21,78.80
0010,EPS GR 3Y avg,—,—,67.11,—,—,-37.00,—,-13.19,2.51,47.99,53.00
0010,EPS GR 5Y avg,—,—,2.29,—,—,-30.18,—,10.07,15.91,44.75,—
0010,EPS GR 10Y avg,—,-8.21,6.20,—,—,—,—,—,—,—,—
0010,OCF GR,—,—,107.84,-36.65,—,—,—,—,-84.24,—,—
0010,FCF GR,—,—,153.88,-47.09,—,—,—,—,—,—,—
0010,D/E,0.06,0.07,0.11,0.31,0.31,0.25,0.31,0.14,0.24,0.18,0.31
0010,Price,0.1850,0.0800,0.1500,0.1900,0.1500,0.1600,0.3100,0.5150,0.1650,0.1900,0.1600
0011,Year End,TTM,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
0011,Revenue,25,28,27,26,31,27,24,25,22,19,16
0011,NP,6,6,4,4,5,5,5,3,2,3,1
0011,EPS,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,—
0011,DPS,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,—,—,—
0011,Div Payout,35.7,102.6,96.9,101.2,54.8,81.3,32.8,45.5,49.5,121.7,113.1
0011,Shares,252,252,252,252,252,252,252,252,252,252,252
0011,BVPS,0.25,0.23,0.22,0.21,0.21,0.18,0.18,0.17,0.16,0.12,0.12
0011,OCF,7,7,5,6,8,2,3,4,4,4,3
0011,FCF,3,6,1,3,5,-5,2,1,4,2,1
0011,NP Margin,22.43,20.99,16.21,15.47,15.85,17.44,21.63,13.64,11.21,16.46,6.71
0011,ROE,9.30,9.77,7.67,7.30,9.08,9.50,11.62,8.05,6.02,8.64,3.51
0011,Revenue GR,-30.09,4.68,3.30,-16.52,14.04,13.71,-3.08,12.83,17.34,16.33,-8.83
0011,Revenue GR 3Y avg,—,-3.36,-0.56,2.68,7.92,7.53,8.67,15.48,7.56,-0.68,-7.01
0011,Revenue GR 5Y avg,—,3.20,1.62,3.43,10.72,11.16,6.36,5.34,1.88,-4.93,—
0011,Revenue GR 10Y avg,—,4.77,3.47,2.65,2.60,—,—,—,—,—,—
0011,NP GR,—,6.13,-2.95,-8.18,13.44,24.59,19.02,46.34,32.12,29.00,-7.74
0011,NP GR 3Y avg,—,2.58,5.18,10.31,9.88,34.57,37.22,18.69,12.38,18.65,—
0011,NP GR 5Y avg,—,18.64,11.73,11.34,14.18,—,—,—,—,—,—
0011,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0011,EPS GR,19.44,35.67,8.23,-18.56,3.74,-8.33,53.38,37.11,-19.93,185.60,1.05
0011,EPS GR 3Y avg,—,6.14,-2.94,-8.16,13.41,24.46,18.97,46.36,32.20,29.00,-7.74
0011,EPS GR 5Y avg,—,2.61,5.15,10.25,9.87,34.54,37.19,18.70,12.42,18.65,—
0011,EPS GR 10Y avg,—,18.64,11.72,11.33,14.18,—,—,—,—,—,—
0011,OCF GR,—,33.51,-6.52,-28.52,210.31,-27.49,-20.17,7.39,13.77,35.05,-30.56
0011,FCF GR,—,734.56,-78.20,-22.57,—,—,3.20,-59.66,53.06,75.72,-60.57
0011,D/E,0.38,0.34,0.25,0.13,0.09,0.02,0.02,0.02,0.01,0.01,—
0011,Price,0.3000,0.2200,0.2350,0.2900,0.3400,0.2450,0.2400,0.1700,0.1200,0.1500,0.1100
0012,Year End,TTM,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
0012,Revenue,433,436,438,411,388,352,311,303,306,269,249
0012,NP,31,29,29,42,39,20,18,10,18,16,17
0012,EPS,0.06,0.06,0.05,0.09,0.08,0.04,0.04,0.02,0.03,0.03,0.04
0012,DPS,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0012,Div Payout,31.4,31.8,25.5,17.3,19.0,25.5,28.2,36.3,26.7,32.4,27.2
0012,Shares,492,492,492,453,453,492,492,492,492,492,476
0012,BVPS,0.74,0.71,0.67,0.62,0.56,0.51,0.47,0.45,0.43,0.41,0.39
0012,OCF,28,62,-14,49,78,6,39,45,3,13,-13
0012,FCF,8,50,-28,19,51,-7,37,36,-10,-4,-47
0012,NP Margin,7.20,6.75,6.65,10.12,10.04,5.70,5.85,3.41,5.76,5.91,6.79
0012,ROE,8.85,8.69,9.13,14.15,14.75,8.37,8.08,4.77,8.51,8.13,10.36
0012,Revenue GR,-0.85,-0.44,6.44,6.13,10.02,13.16,2.81,-1.15,14.00,7.98,39.40
0012,Revenue GR 3Y avg,—,3.99,7.52,9.73,8.58,4.77,5.03,6.76,19.72,20.86,32.46
0012,Revenue GR 5Y avg,—,6.97,7.65,6.07,7.60,7.20,11.76,14.75,23.39,26.19,—
0012,Revenue GR 10Y avg,—,9.34,11.14,14.41,16.52,—,—,—,—,—,—
0012,NP GR,—,-8.91,13.19,31.74,55.68,4.42,4.66,-15.16,-0.75,9.40,18.66
0012,NP GR 3Y avg,—,10.06,23.07,18.75,19.63,3.52,0.19,-3.20,11.77,12.98,—
0012,NP GR 5Y avg,—,5.01,9.15,15.21,16.25,—,—,—,—,—,—
0012,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0012,EPS GR,7.09,-6.25,-30.43,16.16,94.12,10.87,76.92,-42.22,12.50,-9.09,-22.81
0012,EPS GR 3Y avg,—,-8.84,16.19,35.72,56.15,4.26,4.77,-16.08,-7.58,0.85,27.46
0012,EPS GR 5Y avg,—,10.27,25.21,20.64,19.87,3.00,-4.20,-7.79,16.19,5.49,—
0012,EPS GR 10Y avg,—,2.78,7.45,18.40,12.45,—,—,—,—,—,—
0012,OCF GR,—,—,—,-37.87,—,-84.67,-13.55,—,-80.39,—,—
0012,FCF GR,—,—,—,-62.87,—,—,2.05,—,—,—,—
0012,D/E,0.03,0.04,0.04,0.05,0.04,0.03,0.04,0.09,0.10,0.12,0.09
0012,Price,0.7850,0.7350,0.7050,1.0000,1.3100,1.0500,0.8750,0.8400,1.0900,1.1200,1.5900
0018,Year End,TTM,2018-12,2017-12,2016-12,2015-06,2014-06,2013-06,2012-06,2011-06,2010-06,2009-06
0018,Revenue,86,92,85,18,2,1,1,—,2,7,9
0018,NP,13,17,19,-1,-1,-4,-2,-2,-1,-2,-3
0018,EPS,0.01,0.01,0.01,—,—,—,-0.01,—,—,—,—
0018,DPS,—,—,—,—,—,—,—,—,—,—,—
0018,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0018,Shares,—,"2,308","2,744","2,040","1,105",926,397,809,734,691,663
0018,BVPS,0.04,0.05,0.05,0.02,—,—,—,—,—,—,—
0018,OCF,13,20,47,-19,-1,—,-1,—,—,-2,-2
0018,FCF,12,19,47,-19,-1,—,-1,-2,-1,-3,-2
0018,NP Margin,15.43,18.18,22.63,-8.07,-68.93,-331.60,-264.12,-339.12,-62.86,-28.86,-27.57
0018,ROE,11.32,15.59,21.76,-3.49,-18.83,-58.49,-42.65,-33.75,-17.66,-26.41,-27.11
0018,Revenue GR,-96.70,9.15,382.03,363.12,57.27,18.72,33.53,-67.17,-71.40,—,—
0018,Revenue GR 3Y avg,—,210.22,244.27,130.87,35.60,-19.56,-49.95,-57.89,-39.90,—,—
