code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5048,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
5048,Revenue,98,91,117,118,112,129,136,162,157,131,133
5048,NP,14,10,-6,-3,-3,5,9,13,13,11,11
5048,EPS,0.06,0.04,-0.02,-0.01,-0.01,0.02,0.04,0.05,0.05,0.04,0.04
5048,DPS,—,—,—,—,—,—,0.01,0.01,0.05,0.04,0.04
5048,Div Payout,—,—,—,—,—,—,32.6,77.5,90.0,102.1,92.3
5048,Shares,242,242,243,246,254,261,266,264,266,267,269
5048,BVPS,1.17,0.80,0.81,0.83,0.83,0.84,0.79,0.76,0.72,0.74,0.72
5048,OCF,9,4,8,-9,8,8,16,16,30,13,20
5048,FCF,4,-1,7,-10,5,6,12,9,26,7,7
5048,NP Margin,14.66,11.18,-4.95,-2.68,-2.38,3.83,6.96,8.18,8.03,8.15,7.98
5048,ROE,6.03,4.23,-2.91,-1.53,-1.26,2.32,4.54,6.59,6.43,5.43,5.37
5048,Revenue GR,31.35,-22.57,-0.43,5.53,-13.46,-5.35,-15.96,2.90,20.26,-1.34,0.68
5048,Revenue GR 3Y avg,—,-6.64,-3.12,-4.74,-11.70,-6.46,1.31,6.88,6.11,5.65,3.67
5048,Revenue GR 5Y avg,—,-7.79,-6.27,-5.65,-3.16,-0.58,0.65,7.85,5.74,3.06,—
5048,Revenue GR 10Y avg,—,-3.66,0.54,-0.12,-0.10,-0.29,—,—,—,—,—
5048,NP GR,—,—,—,—,—,-26.88,-3.86,7.73,-6.20,-3.32,-7.02
5048,NP GR 3Y avg,—,1.36,—,—,—,-14.15,-9.15,2.33,-0.83,-9.57,-15.00
5048,NP GR 5Y avg,—,-4.04,—,—,—,-14.58,—,—,—,—,—
5048,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5048,EPS GR,-134.72,—,—,—,—,-47.06,-28.83,5.65,18.98,1.34,-30.62
5048,EPS GR 3Y avg,—,—,—,—,—,-26.44,-3.64,8.41,-5.77,-2.98,-6.55
5048,EPS GR 5Y avg,—,3.27,—,—,—,-13.65,-8.85,2.80,-0.32,-9.09,-14.66
5048,EPS GR 10Y avg,—,-2.98,—,—,—,-14.16,—,—,—,—,—
5048,OCF GR,—,-48.75,—,—,1.65,-46.46,-0.67,-47.92,136.56,-36.28,5.68
5048,FCF GR,—,—,—,—,-24.90,-47.38,40.97,-66.11,260.20,3.33,-44.87
5048,D/E,0.01,0.01,—,—,—,—,—,—,—,—,—
5048,Price,0.6550,1.0500,0.5300,0.5600,0.7750,0.8100,0.8450,1.0200,0.9700,0.8500,0.8300
5062,Year End,TTM,2020-03,2019-03,2018-03,2017-03,2016-03,2015-03,2014-03,2013-03,2012-03,2011-03
5062,Revenue,140,280,273,231,385,576,584,510,409,306,189
5062,NP,-75,-73,-22,4,61,110,111,82,70,53,25
5062,EPS,-0.21,-0.21,-0.06,0.01,0.17,0.31,0.31,0.23,0.20,0.16,0.08
5062,DPS,—,—,—,0.02,0.02,0.10,0.09,0.08,0.10,0.05,0.01
5062,Div Payout,—,—,—,128.2,18.1,29.0,26.7,42.4,34.1,10.7,—
5062,Shares,—,352,352,352,352,352,352,352,345,326,320
5062,BVPS,1.40,1.61,1.69,1.68,1.68,1.52,1.28,1.03,0.93,0.79,—
5062,OCF,42,124,96,52,165,156,101,2,187,76,14
5062,FCF,42,122,96,42,164,155,99,-112,187,75,11
5062,NP Margin,-53.95,-26.16,-8.16,1.91,15.81,19.12,18.95,16.11,17.24,17.28,13.32
5062,ROE,-14.22,-13.92,-3.86,0.74,10.72,21.85,25.93,22.78,23.47,21.82,12.12
5062,Revenue GR,-53.26,2.60,18.13,-40.14,-33.07,-1.34,14.45,24.77,33.37,62.24,—
5062,Revenue GR 3Y avg,—,-10.14,-22.07,-26.61,-8.91,12.10,23.96,39.24,58.03,45.22,—
5062,Revenue GR 5Y avg,—,-13.68,-11.78,-10.81,4.69,24.97,41.32,38.50,46.81,36.99,—
5062,Revenue GR 10Y avg,—,10.44,10.54,14.43,19.76,18.94,—,—,—,—,—
5062,NP GR,—,—,—,-65.83,-9.49,16.03,27.81,48.39,82.64,82.33,—
5062,NP GR 3Y avg,—,—,—,-42.55,2.85,34.35,57.06,56.56,60.70,43.62,—
5062,NP GR 5Y avg,—,—,—,-3.91,21.54,19.81,—,—,—,—,—
5062,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5062,EPS GR,853.49,—,—,-92.78,-44.64,-0.45,34.58,13.43,24.35,110.50,—
5062,EPS GR 3Y avg,—,—,—,-65.86,-9.48,14.97,23.82,43.73,89.74,82.30,—
5062,EPS GR 5Y avg,—,—,—,-42.89,0.91,31.80,59.82,53.59,58.52,43.61,—
5062,EPS GR 10Y avg,—,—,—,-4.85,20.38,18.71,—,—,—,—,—
5062,OCF GR,—,29.16,86.11,-68.64,5.46,54.12,—,-99.02,145.78,435.33,—
5062,FCF GR,—,27.19,125.26,-74.14,5.74,56.98,—,—,149.91,573.63,—
5062,D/E,0.43,0.34,0.55,0.39,0.32,0.31,0.41,0.49,0.32,0.34,0.24
5062,Price,0.3450,0.3450,0.2050,0.3850,0.4950,1.1000,1.8800,2.0600,1.7800,1.8100,1.4500
