code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
9687,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
9687,Revenue,351,317,570,678,246,153,11,5,17,19,18
9687,NP,-20,-57,58,53,16,8,-2,-3,-2,1,1
9687,EPS,-0.04,-0.12,0.17,0.22,0.15,0.08,-0.03,-0.06,-0.03,0.01,0.01
9687,DPS,0.01,0.01,0.01,—,—,—,—,—,—,—,—
9687,Div Payout,—,—,—,—,—,—,—,—,—,—,—
9687,Shares,474,473,338,247,110,110,74,57,54,54,54
9687,BVPS,1.08,1.01,1.18,1.20,0.79,0.65,0.27,0.23,0.35,0.36,0.34
9687,OCF,—,—,—,—,—,—,—,—,—,—,—
9687,FCF,159,93,70,-65,-62,64,-37,-21,3,4,-5
9687,NP Margin,-5.43,-17.73,10.31,7.87,6.57,5.42,-18.52,-67.94,-8.93,3.12,4.27
9687,ROE,-3.69,-9.61,14.32,35.48,18.91,11.33,-4.19,-13.68,-7.99,3.03,4.17
9687,Revenue GR,55.37,-44.48,-15.84,174.94,60.74,1253.82,128.72,-70.77,-10.17,3.17,-19.18
9687,Revenue GR 3Y avg,—,8.71,54.94,291.12,267.84,108.39,-15.63,-35.30,-9.18,-3.73,-11.68
9687,Revenue GR 5Y avg,—,94.67,158.39,109.12,67.20,53.01,-12.92,-25.19,-8.58,-17.34,-14.10
9687,Revenue GR 10Y avg,—,30.20,39.03,38.27,17.56,14.65,—,—,—,—,—
9687,NP GR,—,—,91.28,—,—,—,—,—,—,—,—
9687,NP GR 3Y avg,—,—,—,—,94.05,60.49,—,—,—,42.35,—
9687,NP GR 5Y avg,—,—,—,—,66.20,—,—,—,—,—,—
9687,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9687,EPS GR,-142.45,—,-41.91,47.24,29.65,—,—,—,—,-24.83,417.86
9687,EPS GR 3Y avg,—,—,3.50,—,—,—,—,—,—,—,—
9687,EPS GR 5Y avg,—,—,—,—,68.14,50.78,—,—,—,41.82,—
9687,EPS GR 10Y avg,—,—,—,—,54.42,—,—,—,—,—,—
9687,OCF GR,—,32.72,—,—,—,—,—,—,-14.57,—,—
9687,FCF GR,—,32.49,—,—,—,—,—,—,-14.44,—,—
9687,D/E,0.21,0.19,0.02,—,—,—,—,—,—,—,—
9687,Price,0.9450,1.0800,1.5800,1.0900,0.6750,0.7500,0.9000,0.8100,0.5900,0.2000,0.2000
9741,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
9741,Revenue,273,329,474,404,311,—,—,283,213,194,210
9741,NP,-7,-3,17,16,3,2,98,20,15,17,20
9741,EPS,-0.01,-0.01,0.04,0.03,0.01,0.37,4.57,0.49,0.36,0.43,0.50
9741,DPS,0.01,0.01,0.01,0.01,0.01,—,—,0.05,0.05,0.25,0.20
9741,Div Payout,—,—,26.3,41.6,—,—,—,10.6,13.0,58.1,37.2
9741,Shares,473,473,473,473,346,68,40,40,40,40,40
9741,BVPS,0.68,0.69,0.70,0.68,0.50,0.59,0.59,3.11,2.69,2.47,2.23
9741,OCF,84,51,14,-22,3,-2,12,32,26,7,34
9741,FCF,79,47,11,-39,—,-2,9,17,19,3,17
9741,NP Margin,-2.41,-0.86,3.64,3.97,0.98,—,—,6.96,6.91,8.97,9.59
9741,ROE,-2.03,-0.87,5.35,5.07,1.81,10.93,128.96,16.26,13.89,18.10,23.29
