code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
0118,Year End,TTM,2020-07,2019-07,2017-01,2011-08,2010-08,2009-08,2008-08,2007-08,2006-08,2005-08
0118,Revenue,6,4,4,3,58,74,83,82,77,32,—
0118,NP,-6,-5,-5,2,4,10,20,20,20,6,—
0118,EPS,-0.03,-0.03,-0.04,0.03,0.07,0.18,0.13,0.13,0.37,0.07,—
0118,DPS,—,—,—,—,—,—,—,—,—,—,—
0118,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0118,Shares,"1,053",174,148,80,53,53,158,158,53,88,—
0118,BVPS,0.07,0.27,0.45,—,—,—,—,—,—,—,—
0118,OCF,13,15,-15,4,-4,3,—,—,—,—,—
0118,FCF,8,11,-15,2,-7,—,—,—,—,—,—
0118,NP Margin,-98.00,-105.15,-130.61,63.37,6.46,13.04,24.09,24.53,25.58,18.95,—
0118,ROE,-19.07,-6.61,-8.00,4.30,3.65,10.07,24.71,32.90,47.80,19.59,—
0118,Revenue GR,143.55,4.84,11.85,-41.50,-21.66,—,—,—,—,—,—
0118,Revenue GR 3Y avg,—,-25.12,-27.53,-35.60,-10.82,—,—,—,—,—,—
0118,Revenue GR 5Y avg,—,-23.60,-23.83,-28.70,12.38,—,—,—,—,—,—
0118,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0118,NP GR,—,—,—,-26.65,-42.85,—,—,—,—,—,—
0118,NP GR 3Y avg,—,—,—,-21.50,-9.39,—,—,—,—,—,—
0118,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0118,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0118,EPS GR,66.56,—,—,-19.46,-61.27,—,—,—,—,—,—
0118,EPS GR 3Y avg,—,—,—,-21.02,-17.61,—,—,—,—,—,—
0118,EPS GR 5Y avg,—,—,—,-25.95,0.43,—,—,—,—,—,—
0118,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0118,OCF GR,—,—,—,—,—,—,—,—,—,—,—
0118,FCF GR,—,—,—,—,—,—,—,—,—,—,—
