code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
3174,Year End,TTM,2020-03,2019-03,2018-03,2017-03,2016-03,2015-03,2014-03,2013-03,2012-03,2011-03
3174,Revenue,163,140,134,87,43,342,466,492,216,131,44
3174,NP,-8,15,42,74,36,95,105,75,44,30,10
3174,EPS,—,0.01,0.01,0.02,0.02,0.06,0.08,0.07,0.06,0.03,0.01
3174,DPS,—,0.01,0.01,—,0.02,0.02,0.02,—,—,—,—
3174,Div Payout,—,84.8,139.1,—,25.9,55.3,17.8,—,—,—,—
3174,Shares,"2,973","2,973","2,953","2,776","1,487","1,497","1,267","1,134",753,"1,165","1,165"
3174,BVPS,0.37,0.36,0.36,0.37,0.51,0.47,0.46,0.58,0.26,0.23,—
3174,OCF,—,—,—,—,—,—,—,—,—,—,—
3174,FCF,-6,-68,-70,-31,2,219,146,-38,52,2,19
3174,NP Margin,-4.60,10.66,31.00,85.67,83.30,27.77,22.63,15.31,20.33,23.22,23.11
3174,ROE,-0.69,1.37,3.77,8.41,5.25,14.37,19.05,18.63,14.43,11.27,4.18
3174,Revenue GR,-17.68,3.93,55.11,103.22,-87.53,-26.56,-5.31,127.43,65.36,195.91,—
3174,Revenue GR 3Y avg,—,48.52,-26.75,-42.91,-55.74,16.51,52.71,123.26,92.73,51.51,—
3174,Revenue GR 5Y avg,—,-21.40,-22.85,-16.71,-20.08,50.57,72.82,67.23,35.86,6.36,—
3174,Revenue GR 10Y avg,—,16.55,13.58,6.37,-7.80,1.90,—,—,—,—,—
3174,NP GR,—,-25.16,-24.02,-11.03,-22.16,29.28,51.42,94.66,13.99,25.63,—
3174,NP GR 3Y avg,—,-32.39,-11.17,11.05,3.19,56.21,28.85,37.52,76.14,34.24,—
3174,NP GR 5Y avg,—,-6.67,10.53,39.86,17.69,3.23,—,—,—,—,—
3174,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,EPS GR,—,-64.54,-47.39,12.01,-62.33,-23.76,21.86,81.35,44.49,197.08,—
3174,EPS GR 3Y avg,—,-40.66,-39.45,-31.48,-29.53,18.99,47.26,98.19,13.96,25.66,—
3174,EPS GR 5Y avg,—,-43.03,-27.07,-6.59,-1.72,48.54,26.74,39.06,76.38,34.36,—
3174,EPS GR 10Y avg,—,-15.03,0.70,28.35,14.92,2.51,—,—,—,—,—
3174,OCF GR,—,—,—,—,-98.52,-0.60,241.99,20.05,324.52,-32.13,—
3174,FCF GR,—,—,—,—,-98.93,50.29,—,—,—,-92.16,—
3174,D/E,0.17,0.17,0.15,0.15,0.10,0.12,0.13,0.02,0.17,0.18,—
3174,Price,0.1200,0.1200,0.0750,0.1500,0.1750,0.3250,0.3450,0.5000,0.5000,0.4150,0.3400
3239,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
3239,Revenue,178,247,331,313,356,387,413,419,362,331,—
3239,NP,-140,-124,-81,-33,-11,-54,73,45,46,162,—
3239,EPS,-0.05,-0.05,-0.03,-0.01,-0.01,-0.02,0.03,0.02,0.02,0.08,0.13
3239,DPS,—,—,—,—,—,0.01,0.01,0.01,0.01,0.02,0.01
3239,Div Payout,—,—,—,—,—,64.5,24.5,75.1,17.1,7.7,—
3239,Shares,"2,558","2,558","2,558","2,515","2,226","2,226","2,226","2,226","2,226","2,226","2,226"
3239,BVPS,0.83,0.84,0.89,0.91,0.93,1.02,0.95,0.93,0.98,0.82,—
3239,OCF,—,—,—,—,—,—,—,—,—,—,—
3239,FCF,-21,36,72,29,51,76,111,56,-62,-30,—
3239,NP Margin,-78.62,-50.17,-24.60,-10.54,-3.21,-13.98,17.62,10.81,12.67,48.80,82.10
3239,ROE,-6.56,-5.90,-3.64,-1.46,-0.52,-2.51,3.47,2.11,2.22,16.83,17.52
3239,Revenue GR,-26.45,-25.41,5.77,-12.25,-7.94,-6.22,-1.59,15.98,9.14,—,—
3239,Revenue GR 3Y avg,—,-11.54,-5.11,-8.84,-5.29,2.29,7.60,958.16,—,432.58,—
3239,Revenue GR 5Y avg,—,-9.78,-4.64,-2.87,1.46,305.29,—,221.74,202.63,203.15,—
3239,Revenue GR 10Y avg,—,—,86.65,81.96,85.72,—,—,—,—,—,—
3239,NP GR,—,—,—,—,—,—,-23.39,438.32,—,—,—
3239,NP GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
3239,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
3239,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,EPS GR,-75.00,—,—,—,—,—,60.44,-1.21,-71.64,-44.36,—
3239,EPS GR 3Y avg,—,—,—,—,—,—,-23.40,-46.18,—,—,—
3239,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
3239,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
3239,OCF GR,—,-47.77,136.08,-41.04,-33.87,-30.31,86.70,-28.15,3.83,—,—
3239,FCF GR,—,-48.99,149.73,-44.07,-32.91,-31.33,97.70,—,—,—,—
3239,D/E,0.32,0.31,0.30,0.30,0.33,0.32,0.22,0.19,0.26,0.19,0.17
3239,Price,0.4450,0.3000,0.3050,0.3800,1.2500,0.7800,0.8050,0.8300,0.9050,0.8400,1.0500
3247,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
3247,Revenue,239,238,334,349,355,315,285,298,285,268,311
3247,NP,-38,-45,5,-3,-2,19,10,21,30,36,36
3247,EPS,-0.14,-0.16,0.02,-0.01,-0.03,0.07,0.04,0.07,0.11,0.13,0.12
3247,DPS,—,—,—,—,—,0.03,0.05,0.05,0.03,0.03,0.03
3247,Div Payout,—,—,—,—,—,94.6,65.9,64.0,36.1,30.2,25.4
3247,Shares,278,278,278,278,274,278,278,279,278,287,306
3247,BVPS,1.71,1.73,1.83,1.87,1.89,1.84,1.90,1.72,1.58,1.44,1.22
3247,OCF,-10,-7,17,25,-9,-20,6,14,7,29,53
3247,FCF,-14,-11,5,12,-30,-29,1,1,1,7,41
3247,NP Margin,-15.86,-18.91,1.50,-0.77,-0.49,6.00,3.49,6.89,10.53,13.45,11.57
3247,ROE,-7.73,-9.23,0.99,-0.52,-0.33,3.62,1.96,4.17,6.57,8.59,8.92
3247,Revenue GR,2.58,-28.84,-4.12,-1.94,12.97,10.56,-4.44,4.56,6.10,-13.76,0.65
3247,Revenue GR 3Y avg,—,-12.54,2.03,6.99,6.08,3.37,1.97,-1.46,-2.71,-0.53,2.13
3247,Revenue GR 5Y avg,—,-3.53,2.33,4.12,5.78,0.22,-1.65,1.77,-0.51,-2.08,2.57
3247,Revenue GR 10Y avg,—,-2.59,2.05,1.78,1.77,1.38,—,—,—,—,—
3247,NP GR,—,—,-35.70,—,—,-14.29,-34.97,-17.10,-11.85,-10.51,13.87
3247,NP GR 3Y avg,—,—,-24.54,—,—,-12.12,-25.67,-16.45,4.22,3.48,11.84
3247,NP GR 5Y avg,—,—,-20.60,—,—,-0.86,—,—,—,—,—
3247,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,EPS GR,-235.51,—,—,—,—,90.43,-51.48,-31.66,-14.29,6.87,-14.35
3247,EPS GR 3Y avg,—,—,-35.67,—,—,-14.21,-34.25,-14.46,-7.77,-5.26,19.99
3247,EPS GR 5Y avg,—,—,-24.46,—,—,-10.37,-23.61,-13.01,9.61,9.84,17.73
3247,EPS GR 10Y avg,—,—,-18.94,—,—,2.72,—,—,—,—,—
3247,OCF GR,—,—,-31.57,—,—,—,-55.42,106.26,-76.55,-46.28,250.79
3247,FCF GR,—,—,-59.05,—,—,—,-19.94,-16.28,-83.56,-82.29,—
3247,D/E,0.05,0.05,0.07,0.09,0.04,0.03,—,—,—,—,—
3247,Price,0.4400,0.4550,0.4750,0.4500,0.7000,0.8450,1.0200,1.0400,0.9600,1.1300,1.2000
3395,Year End,TTM,2020-06,2018-04,2017-04,2016-04,2015-04,2014-04,2013-04,2012-04,2011-04,2010-04
3395,Revenue,"6,566","6,990","8,665","9,182","9,017","9,519","8,729","7,376","7,014","6,553","6,756"
3395,NP,-537,-117,-370,149,-177,832,-149,75,874,626,394
3395,EPS,-0.09,-0.02,-0.06,0.03,-0.03,0.17,-0.03,0.02,0.07,0.07,0.02
3395,DPS,—,—,—,—,0.01,0.01,0.01,0.01,0.02,0.01,0.01
3395,Div Payout,—,—,—,—,—,—,—,—,—,—,—
3395,Shares,"5,915","6,084","5,848","5,721","5,459","5,361","5,443","5,635","4,713","4,708","4,504"
3395,BVPS,1.23,1.35,—,—,—,—,—,—,—,—,—
3395,OCF,—,—,—,—,—,—,—,—,—,—,—
3395,FCF,216,-172,422,-350,57,-46,94,-212,96,410,—
3395,NP Margin,-8.12,-1.60,-4.16,1.75,-1.82,8.89,-1.54,1.24,4.37,5.37,1.25
3395,ROE,-8.14,-1.69,-5.16,2.29,-2.36,13.38,-2.34,1.58,5.22,5.89,1.46
3395,Revenue GR,-7.82,-9.43,-5.63,1.84,-5.27,9.05,18.34,5.16,7.04,—,—
3395,Revenue GR 3Y avg,—,-5.92,-3.08,1.70,6.92,10.71,10.03,2.97,3.43,—,—
3395,Revenue GR 5Y avg,—,-3.54,3.27,5.53,6.59,7.10,6.61,16.31,25.97,—,—
3395,Revenue GR 10Y avg,—,0.88,9.60,15.30,12.71,12.49,—,—,—,—,—
3395,NP GR,—,—,—,—,—,-1.65,—,-42.50,100.11,—,—
3395,NP GR 3Y avg,—,—,—,-29.78,—,16.09,—,-42.11,30.78,—,—
3395,NP GR 5Y avg,—,—,—,-4.17,—,13.72,—,—,—,—,—
3395,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395,EPS GR,-122.49,—,—,—,—,—,—,-74.21,-13.25,—,—
3395,EPS GR 3Y avg,—,—,—,—,—,34.35,—,-1.97,—,—,—
3395,EPS GR 5Y avg,—,—,—,-15.34,—,54.69,—,-35.95,13.40,—,—
3395,EPS GR 10Y avg,—,—,—,-2.02,—,-4.47,—,—,—,—,—
3395,OCF GR,—,-60.36,482.14,-90.88,177.62,-1.03,24.01,-22.93,-41.12,—,—
3395,FCF GR,—,—,—,—,—,—,—,—,-76.50,—,—
3395,D/E,0.79,0.76,0.55,0.48,0.68,0.71,0.71,0.52,0.53,0.22,0.37
3395,Price,0.4550,0.1900,0.2600,0.3000,0.2900,0.3500,0.3850,0.4350,0.5000,0.5200,0.8000
3441,Year End,TTM,2020-01,2019-01,2018-01,2017-01,2016-01,2015-01,2014-01,2013-01,2012-01,2011-01
3441,Revenue,86,97,106,122,185,222,245,280,286,298,295
3441,NP,-18,-19,-97,-22,-37,-13,-16,-38,-32,-46,3
3441,EPS,-0.02,-0.03,-0.15,-0.03,-0.05,-0.02,-0.02,-0.06,-0.05,-0.07,—
3441,DPS,—,—,—,—,—,—,—,—,—,—,—
3441,Div Payout,—,—,—,—,—,—,—,—,—,—,—
3441,Shares,818,689,689,689,689,689,689,689,689,689,689
3441,BVPS,0.05,—,—,—,—,—,—,—,—,—,—
3441,OCF,202,117,-17,127,-43,37,144,36,-12,-58,9
3441,FCF,200,115,-18,124,-44,33,139,33,-18,-64,3
3441,NP Margin,-21.06,-19.47,-91.35,-18.28,-20.07,-5.92,-6.69,-13.75,-11.12,-15.28,1.02
3441,ROE,-33.04,-24.74,-70.38,-11.75,-18.40,-6.42,-7.99,-17.95,-16.26,-23.63,1.40
3441,Revenue GR,32.26,-8.37,-13.56,-33.94,-16.43,-9.47,-12.45,-2.29,-3.94,1.25,—
3441,Revenue GR 3Y avg,—,-19.42,-21.85,-20.64,-12.83,-8.17,-6.34,-1.68,-3.18,-19.37,—
3441,Revenue GR 5Y avg,—,-16.92,-17.67,-15.63,-9.07,-5.51,-4.94,-13.22,-9.27,-10.60,—
3441,Revenue GR 10Y avg,—,-11.13,-15.48,-12.51,-9.84,-8.52,—,—,—,—,—
3441,NP GR,—,—,—,—,—,—,—,—,—,—,—
3441,NP GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
3441,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
3441,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3441,EPS GR,-126.76,—,—,—,—,—,—,—,—,—,—
3441,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
3441,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
3441,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
3441,OCF GR,—,—,—,—,—,-74.44,294.54,—,—,—,—
3441,FCF GR,—,—,—,—,—,-76.10,321.61,—,—,—,—
3441,D/E,7.28,4.84,3.29,1.60,1.56,0.09,0.03,0.03,0.04,0.06,0.31
3441,Price,0.1650,0.0650,0.0900,0.3150,0.1750,0.1150,0.1950,0.1500,0.1500,0.2500,0.3800
3476,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
3476,Revenue,879,868,966,956,"1,180","1,049",958,"1,087",930,"1,056","1,255"
3476,NP,-77,-65,88,36,23,113,135,130,149,83,75
3476,EPS,-0.21,-0.18,0.25,0.10,0.06,0.35,0.38,0.36,0.41,0.23,0.21
3476,DPS,—,—,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.10
3476,Div Payout,—,506.3,42.6,166.3,46.3,—,15.2,34.7,26.8,43.5,—
3476,Shares,359,359,359,359,359,359,360,360,360,360,360
3476,BVPS,6.16,6.06,6.15,6.24,6.49,5.94,5.96,5.47,5.32,5.09,4.88
3476,OCF,-24,-22,100,95,73,65,15,108,85,98,80
3476,FCF,-31,-32,73,63,23,36,-2,-169,75,90,56
3476,NP Margin,-8.72,-7.44,9.14,3.81,1.94,10.76,14.10,11.94,16.00,7.83,5.95
3476,ROE,-3.48,-2.94,3.93,1.58,0.99,5.16,6.47,6.43,7.75,4.58,4.15
3476,Revenue GR,4.56,-10.22,1.08,-18.98,12.47,9.50,-11.81,16.79,-11.89,-15.86,23.17
3476,Revenue GR 3Y avg,—,-9.74,-2.70,-0.07,2.79,4.09,-3.19,-4.69,-2.98,4.96,-3.13
3476,Revenue GR 5Y avg,—,-1.96,-2.32,0.55,2.25,-3.52,-1.22,3.54,-7.59,-1.13,8.89
3476,Revenue GR 10Y avg,—,-1.59,0.57,-3.61,0.54,2.50,—,—,—,—,—
3476,NP GR,—,—,-7.86,-35.37,-43.94,-8.80,17.79,20.23,-23.44,-6.34,6.45
3476,NP GR 3Y avg,—,—,-7.40,-24.51,-22.67,8.63,-16.44,5.21,19.18,-0.42,6.53
3476,NP GR 5Y avg,—,—,-1.29,-5.15,-12.25,7.57,—,—,—,—,—
