code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
2305,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2016-03,2015-03,2014-03,2013-03,2012-03
2305,Revenue,51,49,67,81,52,52,87,102,98,52,24
2305,NP,7,8,13,20,12,10,21,44,46,15,10
2305,EPS,0.09,0.10,0.17,0.27,0.16,0.13,0.28,0.59,0.63,0.20,0.14
2305,DPS,0.04,0.04,0.05,0.05,0.05,0.10,0.32,0.35,0.12,0.10,0.10
2305,Div Payout,49.1,27.4,22.7,30.0,79.9,41.1,—,—,—,—,—
2305,Shares,75,75,75,75,75,75,75,75,75,75,75
2305,BVPS,7.01,7.00,6.91,6.76,6.59,6.42,—,—,—,—,—
2305,OCF,45,36,29,19,28,-2,-21,11,20,56,13
2305,FCF,43,34,25,14,23,-3,-25,-13,11,56,7
2305,NP Margin,13.52,15.91,19.75,24.92,23.68,19.22,23.69,42.95,47.11,28.40,43.23
2305,ROE,1.31,1.49,2.57,4.00,2.51,2.09,4.25,9.20,10.27,3.41,2.45
2305,Revenue GR,19.03,-27.14,-16.62,54.84,-0.21,-49.03,-14.99,3.90,90.23,114.67,6.12
2305,Revenue GR 3Y avg,—,-2.02,8.81,-2.60,-21.65,-20.49,18.88,61.89,63.04,-15.94,-43.19
2305,Revenue GR 5Y avg,—,-11.31,-8.39,-4.05,0.19,17.70,30.79,3.26,-5.62,-13.64,-24.23
2305,Revenue GR 10Y avg,—,8.22,-2.59,-4.86,-7.15,-6.08,5.92,—,—,—,—
2305,NP GR,—,-14.17,9.81,-0.80,-36.87,-42.57,11.92,61.54,61.16,-14.09,-21.98
2305,NP GR 3Y avg,—,-18.43,-22.20,-16.08,-3.56,-0.75,13.21,13.64,16.15,-4.30,-12.91
2305,NP GR 5Y avg,—,-3.51,-5.52,-0.87,-3.94,-7.18,-11.09,—,—,—,—
2305,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,EPS GR,-64.32,-41.32,-33.92,62.95,23.01,-61.41,-53.11,-5.28,215.64,41.02,-5.95
2305,EPS GR 3Y avg,—,-14.18,9.82,-0.80,-36.87,-42.58,11.92,61.55,61.17,-14.04,-21.97
2305,EPS GR 5Y avg,—,-18.44,-22.20,-16.08,-3.56,-0.75,13.21,13.69,16.16,-4.41,-12.92
2305,EPS GR 10Y avg,—,-3.51,-5.50,-0.86,-4.00,-7.18,-11.08,—,—,—,—
2305,OCF GR,—,24.53,50.26,-31.17,—,—,—,-43.48,-64.03,324.06,-51.55
2305,FCF GR,—,35.35,72.88,-38.04,—,—,—,—,-79.82,704.92,-74.27
2305,D/E,—,—,—,—,—,—,—,—,—,—,—
2305,Price,5.5500,5.6000,4.4400,4.6000,6.7000,6.4000,6.6000,6.5000,7.0000,7.0000,5.0400
2445,Year End,TTM,2020-09,2019-09,2018-09,2017-09,2016-09,2015-09,2014-09,2013-09,2012-09,2011-09
2445,Revenue,"16,373","15,446","15,440","18,320","20,930","16,449","13,607","11,094","9,118","10,040","10,743"
2445,NP,"1,425",773,618,753,"1,005","1,592",870,992,918,"1,211","1,571"
2445,EPS,1.32,0.72,0.58,0.57,0.94,1.50,0.81,0.93,0.86,1.14,1.47
2445,DPS,0.50,0.50,0.45,0.50,0.50,0.45,0.55,0.50,0.65,0.85,0.60
2445,Div Payout,37.7,72.3,67.1,59.5,46.8,34.1,68.5,49.3,73.3,72.4,40.7
2445,Shares,"1,079","1,073","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065"
2445,BVPS,10.60,9.97,9.82,10.55,10.65,9.21,8.24,7.29,6.72,6.37,6.64
2445,OCF,"1,203","1,330","1,155",795,"1,404","1,297",466,739,"1,220","1,638",928
2445,FCF,248,461,520,331,742,412,-463,-224,237,793,612
2445,NP Margin,8.71,5.00,4.00,4.11,4.80,9.68,6.39,8.94,10.07,12.06,14.63
2445,ROE,13.14,7.29,5.67,6.55,9.13,15.83,9.99,12.98,12.53,17.08,24.03
2445,Revenue GR,18.53,0.04,-15.72,-12.47,27.24,20.89,22.65,21.67,-9.18,-6.55,43.42
2445,Revenue GR 3Y avg,—,-9.63,-2.09,10.42,23.56,21.74,10.66,1.08,6.77,14.67,11.00
2445,Revenue GR 5Y avg,—,2.57,6.83,14.98,15.83,8.89,12.68,10.75,3.03,14.65,22.36
2445,Revenue GR 10Y avg,—,7.51,8.77,8.84,15.24,15.43,—,—,—,—,—
2445,NP GR,—,-8.40,-27.07,-4.68,0.45,20.16,-10.45,-14.22,-3.22,25.52,14.73
2445,NP GR 3Y avg,—,-2.34,-9.04,-3.87,-3.66,0.26,-2.99,10.12,-2.48,11.78,29.22
2445,NP GR 5Y avg,—,-2.67,0.08,-3.18,3.77,13.82,—,—,—,—,—
2445,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,EPS GR,—,24.14,-17.96,-25.11,-36.86,82.99,-12.24,8.00,-24.19,-22.94,55.23
2445,EPS GR 3Y avg,—,-8.63,-27.07,-4.71,0.46,20.15,-10.43,-14.23,-3.21,25.51,14.73
2445,EPS GR 5Y avg,—,-2.50,-9.03,-3.89,-3.65,0.26,-2.98,10.11,-2.48,11.77,40.13
2445,EPS GR 10Y avg,—,-2.74,0.08,-3.18,3.77,18.53,—,—,—,—,—
2445,OCF GR,—,15.16,45.16,-43.34,8.27,178.07,-36.89,-39.43,-25.53,76.47,18.42
2445,FCF GR,—,-11.41,57.21,-55.41,80.09,—,—,—,-70.12,29.58,13.52
2445,D/E,0.45,0.48,0.49,0.27,0.27,0.28,0.28,0.23,0.21,0.25,0.07
2445,Price,22.9400,22.8000,23.0800,24.9600,24.5600,23.9800,21.7000,21.0800,22.6000,22.0600,21.1000
2453,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
2453,Revenue,30,26,23,29,25,25,24,28,6,7,8
2453,NP,28,-2,-12,6,2,3,5,8,10,7,15
2453,EPS,0.45,-0.03,-0.19,0.12,0.03,0.04,0.08,0.13,0.16,0.11,0.25
2453,DPS,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2453,Div Payout,2.2,—,—,10.0,22.8,12.5,10.1,4.5,9.0,3.9,—
2453,Shares,63,63,65,65,65,65,65,64,62,62,62
2453,BVPS,10.64,9.76,10.37,10.35,10.08,9.78,7.35,6.63,6.82,6.20,—
2453,OCF,-7,-9,-7,3,1,-3,-2,1,—,1,2
2453,FCF,-11,-13,-15,-5,-10,-12,-4,1,-1,1,2
2453,NP Margin,94.09,-8.37,-54.41,22.27,7.29,11.86,19.78,30.29,165.44,94.48,201.40
2453,ROE,4.39,-0.33,-1.80,0.95,0.28,0.46,0.89,1.97,2.61,1.74,3.97
2453,Revenue GR,-0.70,14.59,-22.31,15.07,2.85,0.59,-12.15,342.33,-12.16,-5.47,—
2453,Revenue GR 3Y avg,—,0.81,-2.76,5.98,-3.14,57.53,50.56,54.29,-0.62,1.92,—
2453,Revenue GR 5Y avg,—,1.17,-4.07,35.84,28.70,26.55,30.70,32.69,-9.47,1.22,—
2453,Revenue GR 10Y avg,—,14.99,12.82,10.89,14.14,15.55,—,—,—,—,—
2453,NP GR,—,—,—,10.26,-39.76,-34.56,-10.59,-17.95,6.94,—,—
2453,NP GR 3Y avg,—,—,—,-9.04,-22.91,-28.18,-10.69,—,-14.24,-14.33,—
2453,NP GR 5Y avg,—,—,—,-11.67,-18.73,-11.20,—,—,—,—,—
2453,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,EPS GR,-87.03,—,—,255.17,-36.96,-40.26,-43.38,-21.39,54.46,-55.83,—
2453,EPS GR 3Y avg,—,—,—,10.18,-40.26,-35.70,-11.74,-18.75,6.96,—,—
2453,EPS GR 5Y avg,—,—,—,-9.85,-23.68,-28.92,-11.44,—,-14.23,-14.40,—
2453,EPS GR 10Y avg,—,—,—,-12.07,-19.17,-11.66,—,—,—,—,—
2453,OCF GR,—,—,—,143.47,—,—,—,—,—,-23.10,—
2453,FCF GR,—,—,—,—,—,—,—,—,—,-23.68,—
2453,D/E,—,—,—,—,—,—,—,—,—,—,—
2453,Price,3.7000,3.1500,3.2500,4.1100,3.2400,3.0000,3.1200,3.7000,3.1300,2.5000,2.6100
2488,Year End,TTM,2020-03,2019-03,2018-03,2017-03,2016-03,2015-03,2014-03,2013-03,2012-03,2011-03
2488,Revenue,"1,801","1,647","1,622","1,572","1,470","1,432","1,368","1,363","1,302","1,273","1,129"
2488,NP,407,424,538,493,512,522,531,564,538,479,409
2488,EPS,0.26,0.27,0.34,0.32,0.34,0.34,0.34,0.37,0.35,0.33,0.27
2488,DPS,—,0.14,0.15,0.16,0.15,0.14,0.09,0.19,0.17,0.13,0.07
2488,Div Payout,—,50.1,44.1,49.5,43.7,45.4,23.0,81.2,43.6,26.2,—
2488,Shares,"1,548","1,548","1,548","1,548","1,528","1,528","1,526","1,520","1,526","1,528","1,535"
2488,BVPS,4.16,3.82,3.60,3.44,3.22,3.02,2.80,2.59,2.62,2.39,—
2488,OCF,"1,998","3,184",134,"-1,786","-1,461",-520,365,"1,021",343,"1,064","1,268"
2488,FCF,"1,936","3,108",45,"-1,859","-1,509",-558,312,969,298,"1,024","1,243"
2488,NP Margin,22.59,25.76,33.14,31.37,34.84,36.46,38.80,41.35,41.32,37.65,36.25
2488,ROE,6.59,7.24,9.61,9.33,10.29,11.18,12.26,13.75,13.59,13.24,12.99
2488,Revenue GR,9.50,1.52,3.19,6.96,2.64,4.66,0.39,4.64,2.28,12.81,—
2488,Revenue GR 3Y avg,—,3.87,4.25,4.74,2.55,3.21,2.42,6.48,6.95,6.36,—
2488,Revenue GR 5Y avg,—,3.78,3.55,3.84,2.91,4.87,5.15,5.19,5.06,6.63,—
2488,Revenue GR 10Y avg,—,4.46,4.37,4.45,4.75,6.42,—,—,—,—,—
2488,NP GR,—,-6.08,0.98,-2.42,-3.14,-1.01,3.46,11.26,21.30,27.94,—
2488,NP GR 3Y avg,—,-4.38,-0.94,-1.73,1.33,4.99,11.98,19.75,7.20,34.88,—
2488,NP GR 5Y avg,—,3.47,8.91,2.64,16.91,—,—,—,—,—,—
2488,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,EPS GR,-25.29,-21.04,8.78,-4.78,-2.05,-1.72,-6.20,5.10,12.42,17.60,—
2488,EPS GR 3Y avg,—,-6.48,0.49,-2.86,-3.35,-1.05,3.49,11.59,21.67,28.50,—
2488,EPS GR 5Y avg,—,-4.67,-1.33,-2.01,1.30,5.08,12.17,20.18,6.80,31.78,—
2488,EPS GR 10Y avg,—,3.41,8.89,2.30,15.54,—,—,—,—,—,—
2488,OCF GR,—,—,—,—,—,—,-64.30,198.19,-67.79,-16.13,—
2488,FCF GR,—,—,—,—,—,—,-67.84,225.25,-70.93,-17.56,—
2488,D/E,0.26,0.28,0.26,0.25,0.24,0.38,0.32,0.15,0.17,0.17,0.36
2488,Price,2.6500,2.6500,1.9000,4.0900,4.3700,4.0800,4.1500,4.7900,4.4100,4.4000,3.8900
2542,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
2542,Revenue,42,36,26,29,43,31,31,30,29,25,28
2542,NP,14,11,2,5,15,8,6,8,11,19,18
2542,EPS,0.21,0.17,0.03,0.08,0.24,0.17,0.10,0.12,0.16,0.30,0.28
2542,DPS,0.03,0.01,0.03,0.06,0.14,—,0.06,0.10,0.20,0.20,0.15
2542,Div Payout,14.2,16.1,263.2,125.4,22.4,85.6,—,9.9,96.3,66.8,93.2
2542,Shares,65,65,65,65,65,65,65,65,65,65,65
2542,BVPS,4.25,4.21,4.09,4.15,4.98,4.78,4.77,4.54,4.72,4.74,2.58
2542,OCF,17,12,4,6,23,2,8,21,8,9,12
2542,FCF,16,10,4,3,20,2,6,18,5,7,12
2542,NP Margin,32.54,30.85,8.49,17.70,35.50,25.79,20.13,26.04,36.71,77.48,65.92
2542,ROE,5.06,4.19,0.82,1.91,5.34,2.64,2.09,2.65,3.54,8.06,10.73
2542,Revenue GR,73.61,41.95,-10.34,-33.76,38.18,0.52,3.52,3.38,16.10,-9.79,16.04
