code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
7139,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2013-12,2009-12,2007-10,2006-10
7139,Revenue,20,10,9,13,15,14,34,36,15,192,229
7139,NP,-2,-3,-1,1,-3,1,-2,-10,-7,-18,—
7139,EPS,—,—,—,—,-0.01,—,-0.01,-0.04,-0.10,-0.25,—
7139,DPS,—,—,—,—,—,—,—,—,—,—,—
7139,Div Payout,—,—,—,—,—,—,—,—,—,—,—
7139,Shares,843,702,494,333,312,290,163,118,72,71,71
7139,BVPS,0.05,0.04,0.05,0.04,0.08,0.07,0.08,—,—,—,—
7139,OCF,-5,-5,-10,1,-1,-6,-3,-4,—,—,—
7139,FCF,-5,-5,-11,—,-1,-6,-4,-4,—,—,—
7139,NP Margin,-9.94,-28.92,-13.47,7.19,-17.83,6.58,-5.38,-28.15,-49.70,-9.36,0.09
7139,ROE,-5.58,-9.03,-4.45,4.84,-13.34,5.26,-13.29,-83.45,-38.06,-42.25,0.40
7139,Revenue GR,-5.17,15.12,-32.36,-11.03,6.90,-59.05,-4.16,—,—,—,—
7139,Revenue GR 3Y avg,—,-11.52,-13.68,-26.97,-22.45,-0.76,-20.25,-22.75,—,—,—
7139,Revenue GR 5Y avg,—,-21.23,-22.44,-1.17,-23.27,—,—,—,—,—,—
7139,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
7139,NP GR,—,—,—,—,—,—,—,—,—,—,—
7139,NP GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
7139,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
7139,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7139,EPS GR,33.33,—,—,—,—,—,—,—,—,—,—
7139,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
7139,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
7139,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
7139,OCF GR,—,—,—,—,—,—,—,—,—,—,—
7139,FCF GR,—,—,—,—,—,—,—,—,—,—,—
7139,D/E,0.01,0.01,0.01,—,—,—,0.01,0.03,0.66,—,—
7139,Price,0.1950,0.0500,0.0500,0.0400,0.1000,0.0950,0.1250,0.1250,0.1200,0.2300,0.2700
7145,Year End,TTM,2020-06,2019-06,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
7145,Revenue,154,94,122,208,239,302,423,267,182,192,182
7145,NP,41,39,3,4,2,5,5,4,3,2,-9
7145,EPS,0.04,0.07,0.01,0.01,—,0.02,0.04,0.02,0.02,0.01,-0.05
7145,DPS,—,—,—,—,—,—,—,—,—,—,—
7145,Div Payout,—,—,—,—,—,—,—,—,—,—,—
7145,Shares,"1,480",519,351,338,444,233,127,167,167,167,167
7145,BVPS,0.19,0.28,0.52,—,—,—,—,—,—,—,—
7145,OCF,1,33,-3,-11,-8,31,45,-5,-50,13,—
7145,FCF,1,33,-3,-11,-10,30,44,-53,-51,12,—
7145,NP Margin,26.88,41.29,2.22,2.08,0.78,1.54,1.08,1.43,1.84,1.18,-4.90
7145,ROE,17.34,20.11,1.35,2.37,1.06,3.03,3.48,3.02,2.74,1.91,-7.33
7145,Revenue GR,39.88,-22.92,-19.18,-13.07,-20.81,-28.50,58.52,46.60,-5.25,—,—
7145,Revenue GR 3Y avg,—,-18.70,-18.22,-21.04,-3.54,18.44,30.10,13.58,14.98,—,—
7145,Revenue GR 5Y avg,—,-20.61,-11.30,2.73,4.51,10.68,28.71,4.17,-10.49,—,—
7145,Revenue GR 10Y avg,—,-2.05,-4.88,-4.11,—,—,—,—,—,—,—
7145,NP GR,—,96.17,-11.23,-1.59,-21.00,11.46,26.08,—,-0.04,—,—
7145,NP GR 3Y avg,—,39.13,-5.04,5.26,-3.74,—,6.25,-25.03,-28.56,—,—
