code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5130,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
5130,Revenue,36,34,23,19,17,15,13,16,16,16,14
5130,NP,22,21,3,12,18,5,15,15,24,24,17
5130,EPS,0.11,0.10,0.02,0.09,0.15,0.04,0.12,0.12,0.20,0.19,0.14
5130,DPS,0.09,0.08,0.06,0.08,0.07,0.05,0.09,0.08,0.08,0.09,0.08
5130,Div Payout,82.4,148.8,92.4,50.0,133.3,62.6,69.9,43.9,44.3,44.0,88.9
5130,Shares,205,205,155,125,125,125,125,125,125,125,125
5130,BVPS,1.30,1.29,1.30,1.45,1.38,1.39,1.36,1.32,1.21,1.21,1.05
5130,OCF,34,27,11,10,12,14,6,14,13,11,12
5130,FCF,34,27,11,10,12,14,6,14,13,11,12
5130,NP Margin,62.36,60.92,15.20,61.76,104.82,32.28,119.88,91.77,148.14,147.96,120.98
5130,ROE,8.45,7.95,1.57,6.39,10.31,2.72,9.03,8.91,15.50,16.81,12.78
5130,Revenue GR,16.93,49.84,22.27,8.53,19.15,12.86,-20.34,-1.99,0.81,15.66,-0.25
5130,Revenue GR 3Y avg,—,25.75,16.50,13.43,2.32,-4.13,-7.67,4.55,5.16,7.98,1.07
5130,Revenue GR 5Y avg,—,21.74,7.29,2.65,1.14,0.54,-1.91,4.46,3.78,10.02,—
5130,Revenue GR 10Y avg,—,9.28,5.87,3.21,5.49,—,—,—,—,—,—
5130,NP GR,—,4.94,-9.36,-9.07,6.96,-42.31,-13.93,-4.65,27.02,41.17,-0.03
5130,NP GR 3Y avg,—,6.32,-25.12,-13.83,-5.60,-22.81,5.30,11.51,7.37,24.89,—
5130,NP GR 5Y avg,—,5.81,-8.62,-3.82,8.58,—,—,—,—,—,—
5130,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130,EPS GR,26.59,355.11,-75.81,-36.06,286.75,-69.59,4.03,-39.15,0.70,41.45,43.56
5130,EPS GR 3Y avg,—,-11.04,-15.74,-9.06,6.96,-42.26,-13.94,-4.65,26.93,41.23,—
5130,EPS GR 5Y avg,—,-3.70,-28.32,-13.80,-5.60,-22.80,5.30,11.54,7.33,24.91,—
5130,EPS GR 10Y avg,—,0.70,-10.58,-3.81,8.59,—,—,—,—,—,—
5130,OCF GR,—,138.88,11.17,-12.87,-15.40,110.67,-52.87,8.93,13.59,-5.45,-1.93
5130,FCF GR,—,138.88,11.17,-12.87,-15.40,110.67,-52.87,8.93,13.59,-5.45,-1.93
5130,D/E,0.79,0.66,0.54,0.18,0.16,0.12,0.12,0.12,0.12,0.30,0.15
5130,Price,1.3400,1.1500,1.0400,1.1100,1.1100,1.0900,1.1000,1.1900,1.3000,1.2900,1.0700
5131,Year End,TTM,2020-11,2019-11,2018-11,2017-11,2016-11,2015-11,2014-11,2013-11,2012-11,2011-11
5131,Revenue,166,170,170,183,205,191,226,244,417,450,358
5131,NP,49,47,50,52,53,42,53,47,121,117,95
5131,EPS,0.10,0.10,0.11,0.11,0.11,0.09,0.12,0.10,0.26,0.25,0.21
5131,DPS,0.12,0.11,0.08,0.07,0.06,0.06,0.07,0.11,0.12,0.12,0.12
5131,Div Payout,113.2,108.7,65.4,67.1,44.6,82.0,62.2,111.3,39.8,47.1,57.9
5131,Shares,460,460,460,460,460,460,460,460,460,460,460
5131,BVPS,1.22,1.31,1.34,1.27,1.26,1.14,1.14,1.04,1.10,0.98,0.85
5131,OCF,145,63,75,61,51,60,37,46,87,64,74
5131,FCF,143,61,73,59,49,41,15,29,72,47,58
5131,NP Margin,29.30,27.55,29.14,28.65,25.74,21.74,23.48,19.34,29.02,26.00,26.66
5131,ROE,8.38,7.79,8.19,8.91,9.31,7.68,10.48,9.54,25.32,27.74,25.61
5131,Revenue GR,-7.58,-0.10,-7.00,-10.94,7.26,-15.32,-7.29,-41.57,-7.41,25.98,10.83
