code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
6114,Year End,TTM,2020-09,2019-09,2018-09,2017-09,2016-09,2015-09,2014-09,2013-09,2012-09,2011-09
6114,Revenue,918,912,"1,122","1,082","1,069","1,266","1,042",807,688,545,306
6114,NP,72,42,83,69,128,205,87,105,104,75,38
6114,EPS,0.12,0.07,0.14,0.12,0.24,0.39,0.20,0.23,0.24,0.19,0.10
6114,DPS,0.03,0.04,0.04,0.05,0.07,0.07,0.08,0.08,0.04,0.03,0.03
6114,Div Payout,24.2,39.0,26.1,42.8,17.1,16.6,39.5,34.2,14.8,—,31.6
6114,Shares,578,578,580,578,540,521,444,448,425,401,368
6114,BVPS,2.88,2.85,2.76,2.67,2.61,2.83,2.46,2.33,2.11,2.06,2.00
6114,OCF,98,120,251,97,58,220,174,181,108,20,-5
6114,FCF,73,89,220,71,33,195,6,141,84,-123,-164
6114,NP Margin,7.79,4.58,7.36,6.42,12.00,16.20,8.35,12.98,15.11,13.69,12.42
6114,ROE,4.38,2.57,5.22,4.59,9.31,17.22,8.13,10.53,12.03,9.89,5.41
6114,Revenue GR,8.80,-18.70,3.69,1.20,-15.57,21.50,29.18,17.19,26.21,78.19,19.61
6114,Revenue GR 3Y avg,—,-5.15,-3.95,1.26,9.84,22.52,24.09,38.13,39.07,13.78,-4.01
6114,Revenue GR 5Y avg,—,-2.63,6.82,9.47,14.41,32.84,32.42,16.85,14.75,12.12,-0.25
6114,Revenue GR 10Y avg,—,13.55,11.72,12.08,13.26,15.11,—,—,—,—,—
6114,NP GR,—,-31.21,-26.16,-7.22,6.99,25.40,5.23,40.17,50.37,21.46,-9.68
6114,NP GR 3Y avg,—,-13.65,-4.64,-7.75,11.43,40.08,23.25,20.24,15.05,4.18,-5.48
6114,NP GR 5Y avg,—,3.16,7.08,3.02,7.74,15.06,—,—,—,—,—
6114,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6114,EPS GR,-268.05,-49.37,19.53,-49.70,-48.84,136.46,-16.00,-4.62,20.56,96.30,36.75
6114,EPS GR 3Y avg,—,-32.73,-32.50,-15.26,0.54,23.74,-1.15,31.18,47.92,19.49,-11.44
6114,EPS GR 5Y avg,—,-18.11,-9.39,-13.39,3.16,35.00,20.99,14.43,10.45,0.86,-9.36
6114,EPS GR 10Y avg,—,-0.46,1.83,-2.19,2.01,10.62,—,—,—,—,—
6114,OCF GR,—,-52.31,158.11,67.69,-73.67,26.08,-3.63,67.79,453.10,—,—
6114,FCF GR,—,-59.35,211.00,116.20,-83.24,—,-95.60,66.90,—,—,—
6114,D/E,0.17,0.17,0.19,0.23,0.30,0.44,0.47,0.40,0.44,0.40,0.33
6114,Price,1.4400,1.2800,1.1800,1.2600,2.1900,2.9300,2.2700,3.7000,2.6300,2.2300,1.2200
6139,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
6139,Revenue,"2,557","2,507","2,777","2,201","1,853","1,793","1,558","1,482","1,738","1,656",363
6139,NP,362,362,365,295,207,176,156,141,139,101,77
6139,EPS,0.43,0.44,0.44,0.36,0.25,0.21,0.19,0.17,0.17,0.12,0.09
6139,DPS,0.12,0.12,0.20,0.15,0.15,0.19,0.07,0.16,0.08,0.07,0.03
6139,Div Payout,27.6,49.6,32.7,47.6,52.2,34.8,82.3,75.5,27.6,56.3,—
6139,Shares,833,832,830,827,825,823,820,819,819,814,814
6139,BVPS,1.89,1.81,1.58,1.24,1.07,0.95,0.78,0.75,0.70,0.61,—
6139,OCF,395,278,-113,284,130,321,208,170,328,739,706
6139,FCF,232,114,-122,202,110,315,135,149,321,732,692
6139,NP Margin,14.15,14.46,13.14,13.40,11.16,9.83,10.01,9.48,8.00,6.12,21.14
6139,ROE,24.98,26.53,33.07,32.73,26.73,24.88,24.53,24.33,25.95,21.33,18.37
6139,Revenue GR,8.43,-9.74,26.17,18.80,3.33,15.10,5.12,-14.72,4.97,355.84,—
6139,Revenue GR 3Y avg,—,10.60,15.70,12.21,7.73,1.05,-2.01,59.80,—,57.50,15.95
6139,Revenue GR 5Y avg,—,9.98,13.38,4.84,2.28,37.62,—,33.82,42.02,43.12,—
6139,Revenue GR 10Y avg,—,—,24.32,24.10,23.28,—,—,—,—,—,—
6139,NP GR,—,20.58,27.44,23.66,13.73,8.24,15.49,22.32,—,33.40,34.72
6139,NP GR 3Y avg,—,18.37,21.02,16.24,15.34,18.08,—,28.20,34.64,19.41,—
6139,NP GR 5Y avg,—,—,24.96,26.13,17.58,—,—,—,—,—,—
6139,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6139,EPS GR,-0.90,-0.84,23.22,42.41,16.85,12.67,10.75,1.23,36.43,32.30,—
6139,EPS GR 3Y avg,—,20.28,27.04,23.31,13.39,8.10,15.22,22.25,—,32.13,32.93
6139,EPS GR 5Y avg,—,18.03,20.67,16.02,15.02,17.92,—,27.27,33.36,18.06,—
6139,EPS GR 10Y avg,—,—,24.29,25.35,16.70,—,—,—,—,—,—
6139,OCF GR,—,—,—,118.02,-59.46,54.39,22.35,-48.17,-55.59,4.75,—
6139,FCF GR,—,—,—,82.87,-65.02,133.69,-9.57,-53.49,-56.16,5.66,—
6139,D/E,—,—,—,—,—,—,—,—,—,—,—
6139,Price,4.7500,4.8400,5.7000,3.8000,3.7600,4.1400,3.9000,11.2800,10.3000,5.4400,1.8400
6149,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
6149,Revenue,"2,122","1,898","2,912","2,867","2,581","1,782","1,733","1,655","1,300","1,156","1,313"
6149,NP,4,-3,6,9,23,13,27,7,15,49,8
6149,EPS,0.03,-0.03,0.04,0.08,0.19,0.11,0.22,0.05,0.12,0.41,0.07
6149,DPS,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.12
6149,Div Payout,185.7,—,49.2,70.4,47.0,47.6,37.2,70.7,—,—,43.1
6149,Shares,120,120,120,120,120,120,120,120,120,120,120
6149,BVPS,3.39,3.40,3.49,3.41,3.47,3.37,3.34,3.20,3.19,3.12,2.72
6149,OCF,—,—,—,—,—,—,—,—,—,—,—
6149,FCF,-117,-36,-232,12,-131,-99,-61,46,-85,-56,73
6149,NP Margin,0.18,-0.17,0.19,0.32,0.89,0.72,1.54,0.40,1.15,4.24,0.65
6149,ROE,0.95,-0.78,1.32,2.15,5.49,3.11,6.77,1.70,3.91,14.05,2.61
6149,Revenue GR,43.30,-34.83,1.56,11.11,44.79,2.83,4.73,27.33,12.40,-11.92,4.67
6149,Revenue GR 3Y avg,—,-9.74,17.78,18.27,15.96,11.10,14.44,8.03,1.19,-9.36,-13.04
6149,Revenue GR 5Y avg,—,1.83,11.97,17.14,17.42,6.31,6.68,1.28,-8.23,-10.54,-8.07
6149,Revenue GR 10Y avg,—,4.23,6.49,3.69,2.49,-1.14,—,—,—,—,—
