code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
7249,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
7249,Revenue,173,193,238,198,93,75,88,45,52,86,90
7249,NP,12,12,38,39,9,12,11,3,2,5,6
7249,EPS,0.04,0.04,0.13,0.12,0.02,0.05,0.05,0.02,0.01,0.03,0.04
7249,DPS,0.04,0.04,—,—,—,—,—,—,0.01,0.02,0.02
7249,Div Payout,90.9,—,3.6,4.4,11.7,7.8,8.6,52.7,62.9,52.2,28.8
7249,Shares,305,301,290,320,289,260,242,208,201,201,134
7249,BVPS,0.91,0.92,0.88,0.75,0.62,0.59,0.53,0.48,0.60,0.60,0.57
7249,OCF,57,41,73,-31,27,-18,-112,-24,-14,12,8
7249,FCF,57,41,72,-34,25,-19,-115,-25,-15,5,6
7249,NP Margin,6.85,6.00,15.90,19.73,9.75,15.40,12.98,7.08,3.17,5.86,6.12
7249,ROE,4.44,4.41,15.37,18.20,5.34,8.67,9.70,3.28,2.02,6.33,7.16
7249,Revenue GR,-42.60,-18.75,20.17,112.59,24.51,-14.78,96.53,-14.14,-39.59,-4.71,-23.12
7249,Revenue GR 3Y avg,—,27.56,47.07,31.15,27.76,12.88,0.64,-20.93,-23.80,-4.19,-6.29
7249,Revenue GR 5Y avg,—,17.11,39.73,30.65,1.58,-3.71,-5.67,-14.53,-13.88,-3.84,—
7249,Revenue GR 10Y avg,—,5.10,9.29,6.07,-1.17,—,—,—,—,—,—
7249,NP GR,—,8.52,48.64,50.81,42.11,91.26,31.14,-16.98,-43.56,-17.92,-15.82
7249,NP GR 3Y avg,—,0.37,64.26,88.38,12.45,15.82,4.46,-19.10,-29.22,-11.74,—
7249,NP GR 5Y avg,—,2.40,15.28,15.47,-0.38,—,—,—,—,—,—
7249,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7249,EPS GR,6.25,-68.58,0.31,288.62,-33.47,-7.04,235.40,85.21,-78.29,-8.58,-39.63
7249,EPS GR 3Y avg,—,6.99,37.39,33.96,27.54,79.41,10.49,-28.36,-50.70,-17.89,-16.67
7249,EPS GR 5Y avg,—,-5.40,51.90,71.72,-3.56,2.77,-5.73,-25.96,-35.13,-12.85,—
7249,EPS GR 10Y avg,—,-5.57,6.05,5.54,-8.32,—,—,—,—,—,—
7249,OCF GR,—,-43.06,—,—,—,—,—,—,—,47.37,-30.96
7249,FCF GR,—,-42.57,—,—,—,—,—,—,—,-15.50,-31.63
7249,D/E,0.08,0.08,0.23,0.21,0.24,0.65,0.79,0.36,0.49,0.48,0.02
7249,Price,0.3500,0.3450,0.5500,0.5300,0.4400,0.6650,1.2800,0.4600,1.0000,0.7700,0.6000
7252,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-03,2011-03
7252,Revenue,478,478,547,490,423,434,413,381,331,267,207
7252,NP,1,4,59,30,3,24,41,49,23,17,22
7252,EPS,0.01,0.01,0.20,0.10,0.01,0.07,0.13,0.16,0.08,0.06,0.07
7252,DPS,—,0.01,0.07,0.01,—,0.03,0.03,0.04,0.01,0.01,0.01
7252,Div Payout,—,42.3,26.4,5.4,—,48.0,—,35.8,—,—,—
7252,Shares,294,294,294,300,300,300,308,300,300,300,300
7252,BVPS,1.05,1.06,1.04,0.87,0.66,0.69,0.65,0.50,0.42,—,—
7252,OCF,29,32,101,65,6,33,37,64,37,20,23
7252,FCF,-13,-13,71,37,-23,-19,9,41,20,4,8
7252,NP Margin,0.31,0.88,10.77,6.20,0.82,5.43,9.93,12.76,7.08,6.46,10.65
7252,ROE,0.48,1.36,20.13,11.54,1.51,11.78,23.43,33.43,19.21,16.17,24.50
7252,Revenue GR,-0.46,-12.49,11.47,16.02,-2.56,5.08,8.35,15.17,—,28.82,—
7252,Revenue GR 3Y avg,—,4.21,8.01,5.91,3.52,9.45,—,17.56,19.77,13.80,—
7252,Revenue GR 5Y avg,—,2.99,7.49,8.19,—,13.66,16.91,13.76,13.53,—,—
7252,Revenue GR 10Y avg,—,10.21,10.80,11.01,—,—,—,—,—,—,—
7252,NP GR,—,6.58,35.69,-9.49,-58.56,0.18,—,23.35,12.29,11.01,—
7252,NP GR 3Y avg,—,-36.63,3.89,5.35,—,1.10,18.87,26.41,11.48,—,—
7252,NP GR 5Y avg,—,-11.26,15.38,8.58,—,—,—,—,—,—,—
7252,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7252,EPS GR,-141.54,-92.86,97.63,780.87,-85.37,-40.95,-17.87,107.60,—,-21.92,—
7252,EPS GR 3Y avg,—,7.53,36.57,-8.70,-58.60,0.23,—,23.35,12.28,6.71,—
7252,EPS GR 5Y avg,—,-35.99,4.32,5.35,—,1.13,18.33,23.84,7.40,—,—
7252,EPS GR 10Y avg,—,-11.07,14.34,6.44,—,—,—,—,—,—,—
7252,OCF GR,—,-68.22,55.68,922.80,-81.01,-9.20,-42.49,70.90,—,-12.59,—
7252,FCF GR,—,—,94.55,—,—,—,-78.06,104.47,—,-49.10,—
7252,D/E,0.20,0.21,0.20,0.20,0.21,0.25,0.12,0.05,0.04,0.09,0.08
7252,Price,0.7850,0.8850,1.2900,0.9650,1.0000,1.1500,1.5100,1.8200,0.6300,0.5300,0.5300
7277,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
7277,Revenue,"1,628","2,303","2,386","3,111","3,393","2,534","2,358","2,552","2,237","1,634","1,208"
7277,NP,561,630,536,510,371,295,275,216,193,177,160
7277,EPS,0.10,0.11,0.10,0.09,0.07,0.06,0.05,0.04,0.04,0.03,0.03
7277,DPS,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01
7277,Div Payout,31.2,34.9,35.3,29.8,34.3,40.9,31.5,37.9,40.0,40.2,—
7277,Shares,"5,641","5,638","5,638","5,636","5,410","5,244","5,091","5,053","4,867","4,657","4,355"
7277,BVPS,0.89,0.72,0.67,0.62,0.52,0.44,0.38,0.31,0.27,0.24,—
7277,OCF,733,847,334,442,592,442,407,130,344,129,168
7277,FCF,-519,-13,-189,98,507,314,293,—,250,-65,109
7277,NP Margin,34.48,27.37,22.45,16.41,10.92,11.64,11.67,8.46,8.64,10.83,12.60
7277,ROE,12.36,15.91,14.70,15.44,13.41,13.42,15.55,14.83,15.18,19.92,28.72
7277,Revenue GR,-19.84,-3.48,-23.28,-8.32,33.87,7.48,-7.58,14.06,36.93,35.21,—
7277,Revenue GR 3Y avg,—,-12.11,-1.99,9.67,9.96,4.25,13.01,28.29,25.23,13.94,—
7277,Revenue GR 5Y avg,—,-0.47,-1.33,6.81,15.74,15.97,15.66,18.23,22.92,27.94,—
7277,Revenue GR 10Y avg,—,7.30,8.01,14.58,21.69,21.91,24.97,—,—,—,—
7277,NP GR,—,19.37,22.02,22.87,19.74,15.12,15.84,10.47,15.74,20.37,—
7277,NP GR 3Y avg,—,18.03,19.94,21.43,15.93,12.99,17.16,16.29,18.84,27.97,—
7277,NP GR 5Y avg,—,17.59,18.10,20.13,21.80,20.20,23.77,—,—,—,—
7277,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7277,EPS GR,-10.07,17.68,4.86,32.26,21.89,4.07,25.00,8.82,4.47,8.64,—
7277,EPS GR 3Y avg,—,17.74,19.12,18.83,16.61,12.28,12.43,7.29,13.29,22.05,—
7277,EPS GR 5Y avg,—,15.67,17.07,17.94,12.51,9.95,14.62,15.63,18.24,27.54,—
7277,EPS GR 10Y avg,—,15.14,16.35,18.09,19.79,18.38,21.76,—,—,—,—
7277,OCF GR,—,153.23,-24.31,-25.37,33.83,8.71,212.50,-62.17,166.00,-23.15,—
7277,FCF GR,—,—,—,-80.61,61.69,6.96,—,-99.92,—,—,—
7277,D/E,0.32,0.36,0.35,0.35,0.32,0.30,0.30,0.54,0.51,0.21,0.10
7277,Price,3.1100,3.6100,3.2600,3.0900,1.9200,1.5400,1.5900,3.7900,2.8200,2.3500,2.7600
7293,Year End,TTM,2021-01,2020-01,2019-01,2018-01,2017-01,2016-01,2015-01,2014-01,2013-01,2012-01
7293,Revenue,"5,497","4,849","2,519","1,031",910,543,424,"1,083",942,865,716
7293,NP,380,315,210,235,292,197,225,248,66,34,27
7293,EPS,0.35,0.29,0.19,0.21,0.27,0.18,0.21,0.26,0.20,0.06,0.12
7293,DPS,0.06,0.06,0.06,0.06,0.06,0.02,0.01,0.01,0.01,0.01,0.01
7293,Div Payout,16.9,21.1,32.7,28.0,7.6,11.1,5.4,6.5,11.5,6.8,6.8
7293,Shares,"1,065","1,066","1,079","1,105","1,092","1,090","1,067",950,688,616,227
7293,BVPS,3.69,3.49,3.35,3.13,2.43,2.14,2.15,1.25,0.23,0.43,0.46
7293,OCF,-943,-775,917,530,497,-54,420,71,-43,-52,23
