code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5210,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
5210,Revenue,"2,350","2,340","2,071","2,419","2,402","1,317","2,180","2,397","2,073","1,659","1,544"
5210,NP,512,126,59,"-2,303",352,"-1,968",-235,219,431,386,360
5210,EPS,0.09,0.02,0.01,-0.39,0.06,-0.34,-0.04,0.04,0.09,0.07,0.08
5210,DPS,—,—,—,—,—,0.01,0.02,0.02,—,0.01,—
5210,Div Payout,—,—,—,—,—,—,—,27.2,0.9,19.0,—
5210,Shares,"5,885","5,883","5,875","5,869","5,866","5,866","5,866","5,059","4,723","5,383","4,517"
5210,BVPS,0.58,0.52,0.59,0.81,0.96,1.07,1.27,0.78,0.79,0.70,0.16
5210,OCF,"1,196",904,734,"1,067",565,301,535,680,474,567,330
5210,FCF,"1,182",854,630,533,"-1,251","-3,338","-3,033","-1,448",-803,-326,-731
5210,NP Margin,21.80,5.37,2.83,-95.21,14.66,-149.36,-10.76,9.12,20.80,23.25,23.30
5210,ROE,15.95,3.94,1.78,-51.98,6.36,-30.64,-3.36,3.96,10.64,10.60,16.34
5210,Revenue GR,1.82,13.00,-14.39,0.69,82.34,-39.56,-9.08,15.65,24.94,7.47,24.37
5210,Revenue GR 3Y avg,—,-0.87,16.27,3.53,0.07,-14.03,9.52,15.80,18.64,31.35,43.74
5210,Revenue GR 5Y avg,—,1.43,-2.89,3.13,7.68,-3.12,11.92,26.77,31.87,—,—
5210,Revenue GR 10Y avg,—,6.54,10.96,16.62,—,—,—,—,—,—,—
5210,NP GR,—,-29.09,—,—,17.22,—,—,-15.28,7.12,11.62,33.84
5210,NP GR 3Y avg,—,—,-23.15,—,-1.80,—,—,-4.65,23.51,—,—
5210,NP GR 5Y avg,—,-9.76,-14.40,—,—,—,—,—,—,—,—
5210,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5210,EPS GR,-172.70,113.00,—,—,—,—,—,-46.03,11.69,-10.00,-8.66
5210,EPS GR 3Y avg,—,-29.19,—,—,11.57,—,—,-18.44,-2.80,1.19,25.29
5210,EPS GR 5Y avg,—,—,-25.37,—,-3.49,—,—,-8.98,14.61,—,—
5210,EPS GR 10Y avg,—,-13.14,-17.58,—,—,—,—,—,—,—,—
5210,OCF GR,—,23.14,-31.20,88.96,87.83,-43.83,-21.27,43.34,-16.34,71.72,29.32
5210,FCF GR,—,35.68,18.12,—,—,—,—,—,—,—,—
5210,D/E,2.01,2.15,2.17,0.99,1.10,1.88,0.86,0.77,0.59,0.55,0.73
5210,Price,0.4200,0.3500,0.5300,0.1550,0.7650,0.6050,1.0200,1.0900,4.0300,3.9800,4.1000
5213,Year End,TTM,2018-09,2017-09,2016-09,2015-09,2014-09,2013-09,2012-09,2010-09,2009-09,2008-09
5213,Revenue,304,293,280,224,220,218,208,179,94,91,85
5213,NP,10,28,38,33,32,29,53,48,12,13,14
5213,EPS,0.02,0.03,0.07,0.06,0.06,0.06,0.11,0.10,4.90,5.51,5.87
5213,DPS,—,—,—,0.02,0.02,0.02,0.01,0.01,—,—,—
5213,Div Payout,—,—,—,—,—,—,—,—,—,—,—
5213,Shares,558,560,550,546,529,504,484,484,2,2,2
5213,BVPS,0.58,—,—,—,—,—,—,—,—,—,—
5213,OCF,50,-31,-25,-69,—,20,21,40,10,24,—
5213,FCF,-28,-127,-80,-118,-20,-30,-52,-26,10,24,—
5213,NP Margin,3.43,9.58,13.56,14.78,14.63,13.34,25.59,26.68,12.66,14.61,16.73
5213,ROE,1.94,5.72,8.96,8.51,9.17,10.17,23.72,23.99,19.74,30.51,38.28
5213,Revenue GR,-114.17,4.49,25.06,2.09,0.54,5.27,15.74,38.29,—,—,—
5213,Revenue GR 3Y avg,—,10.09,8.68,2.62,7.00,23.56,30.36,25.19,—,—,—
5213,Revenue GR 5Y avg,—,7.14,9.36,15.64,18.58,19.04,19.58,—,—,—,—
5213,Revenue GR 10Y avg,—,13.19,—,—,—,—,—,—,—,—,—
5213,NP GR,—,-4.41,9.28,-14.55,-12.42,25.19,64.84,53.03,—,—,—
5213,NP GR 3Y avg,—,-11.97,-4.48,18.66,22.07,16.90,30.19,—,—,—,—
5213,NP GR 5Y avg,—,7.05,—,—,—,—,—,—,—,—,—
5213,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
