code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
7412,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
7412,Revenue,107,104,97,119,113,112,105,105,92,95,93
7412,NP,1,-3,-8,-10,5,12,7,8,2,-3,-1
7412,EPS,0.01,-0.03,-0.08,-0.10,0.05,0.12,0.07,0.08,0.02,-0.03,-0.01
7412,DPS,—,—,—,0.03,0.05,0.05,0.01,—,—,—,0.01
7412,Div Payout,—,—,—,—,94.6,33.9,22.0,—,—,—,—
7412,Shares,100,100,100,100,100,100,100,100,100,100,100
7412,BVPS,0.70,0.69,0.69,0.77,0.87,0.87,0.77,0.73,0.66,0.65,—
7412,OCF,-13,-1,-2,-2,-5,19,3,11,7,1,-3
7412,FCF,-14,-2,-4,-6,-8,17,2,10,6,1,-5
7412,NP Margin,0.76,-2.57,-8.21,-8.02,4.64,10.55,6.28,7.81,1.69,-2.97,-1.35
7412,ROE,1.16,-4.04,-11.18,-11.70,6.00,14.02,8.45,11.60,2.34,-4.23,-1.81
7412,Revenue GR,19.01,7.04,-18.31,4.99,1.43,6.72,-0.57,15.09,-3.84,2.90,—
7412,Revenue GR 3Y avg,—,-2.81,-4.54,4.35,2.48,6.89,3.24,4.43,-10.16,-10.92,—
7412,Revenue GR 5Y avg,—,-0.13,-1.59,5.39,3.56,3.86,-3.67,-4.79,-9.56,-13.27,—
7412,Revenue GR 10Y avg,—,-1.91,-3.20,-2.37,-5.23,-6.07,—,—,—,—,—
7412,NP GR,—,—,—,—,-13.88,96.78,—,—,-32.43,—,—
7412,NP GR 3Y avg,—,—,—,—,—,—,5.59,—,—,—,—
7412,NP GR 5Y avg,—,—,—,—,—,8.66,—,—,—,—,—
7412,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7412,EPS GR,-756.76,—,—,—,-55.40,79.12,-20.04,431.29,—,—,—
7412,EPS GR 3Y avg,—,—,—,—,-13.88,96.69,—,—,-32.39,—,—
7412,EPS GR 5Y avg,—,—,—,—,—,—,5.60,—,—,—,—
7412,EPS GR 10Y avg,—,—,—,—,—,8.66,—,—,—,—,—
7412,OCF GR,—,—,—,—,—,498.45,-72.40,68.15,578.53,—,—
7412,FCF GR,—,—,—,—,—,720.96,-80.42,66.49,934.74,—,—
7412,D/E,0.09,0.10,—,—,—,—,—,—,—,—,0.01
7412,Price,1.1100,0.3850,0.4350,0.6800,1.5400,2.2400,1.2000,0.9600,0.3200,0.3300,0.3000
7439,Year End,TTM,2021-01,2020-01,2019-01,2018-01,2017-01,2016-01,2015-01,2014-01,2013-01,2012-01
7439,Revenue,452,461,274,302,388,377,211,264,202,169,205
7439,NP,2,8,3,3,-2,12,8,-2,7,-25,4
7439,EPS,0.05,0.20,0.08,0.06,0.03,0.30,0.21,-0.05,0.17,-0.61,0.09
7439,DPS,—,—,—,—,—,—,—,—,—,—,—
7439,Div Payout,—,—,—,—,—,—,—,—,—,—,—
7439,Shares,40,40,40,40,40,40,40,40,40,40,40
7439,BVPS,1.46,1.48,1.37,2.47,2.50,2.53,2.06,1.84,1.88,1.10,1.38
7439,OCF,-15,48,-26,19,15,-2,-13,8,7,9,-15
7439,FCF,-29,34,-30,18,15,-2,-14,7,6,8,-17
7439,NP Margin,0.48,1.73,1.15,0.84,-0.46,3.18,3.95,-0.78,3.46,-14.50,1.84
7439,ROE,3.76,14.20,6.24,3.36,-1.76,12.36,10.01,-2.70,9.51,-39.13,7.06
7439,Revenue GR,-14.13,68.41,-9.36,-22.17,2.81,79.18,-20.25,30.55,19.35,-17.42,23.02
7439,Revenue GR 3Y avg,—,5.91,-10.15,12.76,13.68,23.10,7.51,8.77,6.63,26.50,21.08
7439,Revenue GR 5Y avg,—,16.96,0.72,8.34,18.01,12.95,4.77,25.83,11.84,16.62,24.29
7439,Revenue GR 10Y avg,—,10.70,12.57,10.08,17.32,18.49,9.97,—,—,—,—
7439,NP GR,—,—,-35.87,-32.80,—,19.58,—,—,3.68,—,—
7439,NP GR 3Y avg,—,-0.79,—,-18.49,—,25.96,5.73,—,—,—,—
7439,NP GR 5Y avg,—,2.42,—,—,—,—,10.15,—,—,—,—
