code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
0085,Year End,TTM,2020-06,2018-03,2017-03,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12,2008-12
0085,Revenue,33,8,2,3,2,1,1,1,1,3,1
0085,NP,-34,-26,-4,—,-1,-1,-2,-4,-2,-1,-7
0085,EPS,-0.16,-0.16,-0.04,-0.01,-0.03,-0.02,-0.07,-0.12,-0.06,-0.04,-0.31
0085,DPS,—,—,—,—,—,—,—,—,—,—,—
0085,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0085,Shares,389,158,89,40,37,37,35,33,33,22,22
0085,BVPS,0.11,0.27,—,—,—,—,—,—,—,—,—
0085,OCF,-12,-9,-19,—,-2,—,1,-3,-2,—,—
0085,FCF,-17,-9,-21,-1,-3,—,—,-3,-2,—,—
0085,NP Margin,-104.91,-309.60,-185.09,-8.16,-59.71,-57.07,-201.23,-334.56,-206.80,-27.58,-488.75
0085,ROE,-34.91,-47.83,-10.94,-4.06,-22.08,-12.03,-38.62,-46.54,-22.79,-9.58,-56.90
0085,Revenue GR,4457.90,84.12,-16.24,10.95,74.54,-3.40,-0.81,17.30,—,—,—
0085,Revenue GR 3Y avg,—,29.71,15.53,19.48,18.70,3.97,-25.65,-5.48,—,—,—
0085,Revenue GR 5Y avg,—,29.75,9.56,15.62,-7.08,-4.15,-24.95,-34.03,—,—,—
0085,Revenue GR 10Y avg,—,4.23,-12.55,—,—,—,—,—,—,—,—
0085,NP GR,—,—,—,—,—,—,—,—,—,—,—
0085,NP GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
0085,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0085,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0085,EPS GR,41.71,—,—,—,—,—,—,—,—,—,—
0085,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
0085,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0085,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0085,OCF GR,—,—,—,—,—,-62.01,—,—,—,—,—
0085,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0085,D/E,—,0.01,—,—,0.01,0.02,0.02,0.02,0.02,—,—
0085,Price,0.0550,0.0350,0.0450,0.0550,0.0600,0.1150,0.0650,0.1050,0.1000,0.1000,0.1200
0086,Year End,TTM,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
0086,Revenue,4,3,5,5,7,8,7,6,10,8,8
0086,NP,-1,-2,—,—,—,-1,-3,-2,2,—,-3
0086,EPS,-0.01,-0.01,—,—,—,-0.01,-0.02,-0.02,0.01,—,-0.01
0086,DPS,—,—,—,—,—,—,—,—,—,—,—
0086,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0086,Shares,232,232,232,194,180,176,173,173,160,160,145
0086,BVPS,0.05,—,—,—,—,—,—,—,—,—,—
0086,OCF,1,2,1,1,2,—,-1,-2,—,-1,-4
0086,FCF,-1,—,-1,-1,—,—,-1,-2,—,-2,-5
0086,NP Margin,-32.02,-66.74,-6.05,-6.04,-3.03,-15.71,-34.59,-38.19,21.72,-6.32,-33.14
0086,ROE,-7.96,-12.81,-2.00,-2.10,-1.51,-9.85,-18.75,-16.08,13.74,-3.32,-17.79
0086,Revenue GR,71.82,-36.95,11.23,-25.39,-17.43,6.75,14.51,-34.99,31.25,—,—
0086,Revenue GR 3Y avg,—,-19.42,-11.84,-13.04,0.31,-7.37,-0.77,-7.95,5.75,—,—
0086,Revenue GR 5Y avg,—,-14.34,-3.48,-13.31,-2.94,-0.95,-2.52,-12.15,-1.74,—,—
0086,Revenue GR 10Y avg,—,-8.62,-7.92,-7.70,—,—,—,—,—,—,—
0086,NP GR,—,—,—,—,—,—,—,—,—,—,—
0086,NP GR 3Y avg,—,—,—,—,—,—,—,—,-6.42,—,—
