code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
4863,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
4863,Revenue,"11,092","10,840","11,434","11,819","12,085","12,060","11,722","11,235","10,629","9,994","9,151"
4863,NP,"1,189","1,016",633,153,930,776,700,831,"1,012","1,264","1,191"
4863,EPS,0.31,0.27,0.17,0.04,0.24,0.20,0.18,0.23,0.28,0.35,0.33
4863,DPS,0.14,0.17,0.02,0.12,0.21,0.21,0.23,0.26,0.22,0.20,0.39
4863,Div Payout,45.8,90.8,10.0,127.4,100.9,99.1,116.4,96.9,76.4,55.5,76.7
4863,Shares,"3,804","3,799","3,787","3,780","3,774","3,758","3,740","3,634","3,577","3,577","3,577"
4863,BVPS,1.90,1.82,1.97,2.00,2.00,2.00,2.01,1.89,1.89,1.93,2.15
4863,OCF,—,—,—,—,—,—,—,—,—,—,—
4863,FCF,"1,494","1,249","2,003",309,-901,-834,395,914,381,176,"1,068"
4863,NP Margin,10.72,9.37,5.53,1.30,7.69,6.43,5.97,7.40,9.52,12.65,13.02
4863,ROE,16.62,14.04,8.50,1.99,11.97,10.03,9.12,11.31,14.43,18.23,16.23
4863,Revenue GR,9.88,-5.19,-3.26,-2.20,0.20,2.89,4.33,5.71,6.36,9.21,4.09
4863,Revenue GR 3Y avg,—,-3.56,-1.76,0.28,2.46,4.30,5.46,7.08,6.53,5.10,1.80
4863,Revenue GR 5Y avg,—,-1.55,0.35,2.15,3.87,5.68,5.92,5.47,4.15,-10.95,-11.01
4863,Revenue GR 10Y avg,—,2.12,2.88,3.14,-3.82,-3.03,-1.72,—,—,—,—
4863,NP GR,—,3.00,-6.58,-39.75,3.78,-8.48,-17.86,-11.28,-6.67,23.35,9.74
4863,NP GR 3Y avg,—,7.73,-5.32,-31.45,-5.95,-8.21,-10.87,4.32,2.35,-13.65,-12.35
4863,NP GR 5Y avg,—,-2.01,-0.62,-16.24,-9.88,-10.30,-1.98,—,—,—,—
4863,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4863,EPS GR,112.50,59.88,307.32,-83.33,19.42,10.16,-18.34,-19.08,-19.83,6.01,-1.77
4863,EPS GR 3Y avg,—,2.77,-6.76,-39.70,2.42,-10.04,-19.09,-11.73,-5.84,24.71,13.46
4863,EPS GR 5Y avg,—,7.38,-6.12,-32.05,-6.97,-9.16,-11.22,4.70,4.42,-13.85,-22.82
4863,EPS GR 10Y avg,—,-2.36,-0.86,-15.77,-10.48,-16.27,-8.96,—,—,—,—
4863,OCF GR,—,-23.29,35.47,6.93,-15.13,-3.17,-2.39,7.81,2.64,-10.13,1.93
4863,FCF GR,—,-37.63,548.28,—,—,—,-56.79,140.11,116.44,-83.54,879.19
4863,D/E,1.00,1.18,1.27,1.11,0.90,1.00,0.92,0.83,0.68,0.74,0.92
4863,Price,6.1300,5.4100,3.8200,2.6600,6.3000,5.9500,6.7800,6.8800,5.5500,6.0400,4.9600
5005,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
5005,Revenue,"1,408","1,289","1,251","1,351","1,466","1,323","1,260","1,038",991,"1,092","1,161"
5005,NP,191,143,-10,96,159,162,156,68,-105,-32,20
5005,EPS,0.26,0.20,-0.01,0.13,0.22,0.22,0.22,0.10,-0.16,-0.05,0.03
5005,DPS,0.08,0.06,0.07,0.09,0.07,0.11,0.10,0.04,0.02,0.02,0.05
5005,Div Payout,32.6,234.3,124.8,45.5,45.1,44.6,53.5,—,—,—,20.4
5005,Shares,748,731,727,730,730,734,706,674,674,674,674
5005,BVPS,2.46,1.84,1.92,1.99,2.01,1.85,1.83,1.46,1.54,1.52,1.57
5005,OCF,305,296,161,237,339,351,329,223,212,171,225
5005,FCF,23,55,-68,65,182,228,183,177,149,49,-58
5005,NP Margin,13.57,11.07,-0.76,7.09,10.88,12.27,12.34,6.59,-10.64,-2.96,1.70
5005,ROE,11.39,9.13,-0.69,6.64,11.12,11.74,13.09,6.89,-10.60,-3.05,1.84
5005,Revenue GR,36.80,3.04,-7.41,-7.81,10.81,4.95,21.40,4.82,-9.29,-5.94,-16.79
5005,Revenue GR 3Y avg,—,-4.19,-1.84,2.35,12.18,10.12,4.90,-3.65,-10.79,1.76,-2.00
5005,Revenue GR 5Y avg,—,0.45,3.80,6.41,6.06,2.65,-2.01,0.04,-4.29,2.34,10.88
