code,ROE2,D/E,D/E2
8591,15.43,0.76,0.81
5094,2.7,0.0,0.0
0051,-37.32,0.04,0.0
9423,6.22,0.02,0.02
2925,-14.46,0.36,0.48
7157,-2.94,0.0,0.0
5082,-7.1,0.03,0.03
5184,13.0,1.27,1.31
7204,31.5,0.29,0.29
7179,12.79,0.0,0.0
4456,6.5,0.05,0.05
8125,13.3,0.04,0.1
3484,12.04,0.03,0.04
5276,11.57,0.01,0.01
8338,-56.22,0.03,0.01
5216,13.77,0.22,0.3
0091,0.0,0.0,0.0
7119,0.0,0.2,0.15
5132,9.73,0.06,0.06
7212,0.35,0.23,0.23
7277,14.7,0.35,0.35
6947,214.97,6.67,6.76
0029,-4.59,4.22,4.25
7528,1.4,0.12,0.14
5908,7.65,1.06,0.05
7114,3.39,0.13,0.31
5835,-159.15,0.06,0.97
5265,-16.86,1.21,1.23
7169,9.75,0.05,0.01
7198,-1.87,0.07,0.09
1619,1.58,0.48,0.46
7233,22.95,0.05,0.06
7148,10.94,0.27,0.27
3948,0.89,0.0,0.0
3026,123.6,0.0,0.0
7165,-6.58,0.0,0.0
5178,-27.86,0.17,0.97
5259,14.86,0.78,0.78
3417,3.21,0.39,0.45
2097,-3.98,0.16,0.16
2143,16.11,0.1,0.1
8206,4.55,0.37,0.4
5283,7.22,0.54,0.51
0059,3.65,0.02,0.03
3557,7.16,0.43,0.48
5253,6.67,0.01,0.02
5036,-17.37,0.2,0.22
7471,-3.22,0.17,0.12
0064,-5.37,0.0,0.0
8907,4.39,0.02,0.03
5208,12.26,0.1,0.09
7182,0.0,0.0,0.0
8877,6.32,2.26,2.34
9016,-2.66,0.01,0.02
5228,8.15,0.41,0.16
0090,36.09,0.0,0.0
9091,1.3,0.06,0.05
6076,-0.58,2.2,2.2
7149,9.76,0.0,0.0
5056,1.94,0.09,0.12
8613,-18.11,0.2,0.49
7217,1.73,0.15,0.17
7773,-4.18,0.15,0.2
5081,5.64,0.14,0.1
6815,9.92,0.33,0.32
7208,-5.71,0.17,0.21
7094,-8.83,0.0,0.0
5101,1.43,0.07,0.07
5205,7.64,0.58,0.28
7249,18.2,0.21,0.21
0065,14.2,0.0,0.0
2984,0.55,0.01,0.0
7047,4.96,0.01,0.03
5029,5.34,0.01,0.0
6041,-0.4,0.0,0.0
7229,9.82,0.04,0.04
2755,2.22,0.0,0.0
8605,10.93,0.03,0.05
5222,-5.69,1.43,1.43
6939,5.79,0.09,0.1
0149,5.87,0.0,0.0
3107,10.25,0.03,0.03
9318,4.4,0.08,0.12
5197,16.04,0.0,0.0
9172,12.88,0.01,0.0
5277,15.64,0.0,0.0
3689,16.95,0.04,0.04
7210,4.71,0.22,0.2
9377,-11.08,0.0,0.0
7184,-36.25,0.01,0.01
5226,13.04,0.05,0.06
9261,6.13,0.22,0.26
5398,9.03,0.37,0.37
5209,18.39,0.15,0.18
0078,6.99,0.03,0.04
0198,38.73,0.0,0.0
7197,-9.92,0.58,0.58
3182,5.73,0.85,0.85
4715,7.6,0.5,0.5
2291,3.16,0.43,0.43
3204,8.49,0.0,0.0
5079,-25.86,0.0,0.0
0021,7.21,0.04,0.04
1147,-30.08,0.49,0.49
5220,-8.07,0.03,0.03
7022,24.07,0.0,0.01
5020,1.35,0.22,0.23
7382,-4.55,0.12,0.03
5649,0.68,0.15,0.02
7192,-81.29,1.01,0.75
2135,0.72,0.0,0.0
7096,-0.55,0.0,0.0
5592,-3.09,0.0,0.0
7010,-6.26,0.07,0.08
0056,4.72,0.01,0.01
0082,-35.33,0.97,1.49
0136,-0.72,0.29,0.29
9962,1.72,0.04,0.05
5102,33.16,0.06,0.07
3247,-0.52,0.09,0.09
7676,-0.21,0.02,0.02
1503,-2.47,0.75,0.68
7668,15.45,0.01,0.0
7253,-2.49,0.01,0.0
3034,17.91,0.48,0.4
5138,1.57,0.02,0.0
2062,6.46,0.1,0.1
7501,-6.93,0.32,0.28
5008,7.11,0.13,0.0
5168,21.42,0.07,0.09
5187,5.82,0.06,0.06
7105,3.53,1.05,0.72
3255,77.23,0.0,0.0
5028,-21.05,0.17,0.04
5121,1.84,0.9,0.9
4324,1.62,0.32,0.29
5095,3.32,0.03,0.03
5151,-15.7,0.16,0.46
3298,3.62,0.0,0.0
5072,2.98,0.02,0.02
5199,20.6,0.01,0.0
8443,5.15,0.0,0.0
5169,8.27,0.49,0.54
9601,-84.07,0.18,0.2
5165,0.24,0.37,0.41
6238,7.12,0.06,0.07
5160,14.78,0.0,0.0
5819,10.79,0.11,0.13
5274,8.66,0.16,0.19
1082,10.4,0.22,0.27
3301,21.19,0.01,0.0
5291,13.54,0.2,0.22
0185,0.55,0.25,0.25
5062,-3.86,0.36,0.55
7013,-0.4,0.15,0.17
5000,-23.75,0.25,0.52
5024,26.79,0.0,0.0
8478,-14.55,0.03,0.02
4251,6.22,0.22,0.0
5084,8.99,0.37,0.31
5108,12.52,0.3,0.2
5255,-161.49,0.93,0.92
9113,-20.66,0.03,0.05
9687,35.48,0.03,0.0
5606,8.93,1.1,1.17
5227,8.37,0.32,0.32
5225,2.6,0.39,0.39
3336,4.26,0.45,0.48
2216,-2.46,0.57,0.49
5268,-14.9,0.16,0.12
7222,0.44,0.02,0.03
7243,-30.81,0.22,0.0
0166,17.58,0.02,0.01
2607,-1.75,0.0,0.0
9393,-17.74,0.0,0.0
6262,2.92,0.01,0.0
3379,4.83,0.02,0.04
0192,19.37,0.07,0.08
5614,8.23,0.31,0.31
1961,6.85,0.47,0.48
5249,3.56,0.55,0.54
5673,-38.35,0.11,0.12
5107,-1.52,0.04,0.0
7183,-40.63,0.05,0.42
8834,-20.72,0.47,0.25
1589,-0.81,0.32,0.29
5175,0.11,0.09,0.1
7043,-1.06,0.0,0.0
7223,0.37,0.04,0.0
4723,2.02,0.33,0.39
8648,-16.14,0.0,0.0
4383,-18.03,0.33,0.24
7152,12.66,0.05,0.03
0058,2.98,0.0,0.0
5161,-5.91,0.0,0.0
8931,1.56,0.0,0.01
8923,1.65,0.43,0.07
6769,0.45,0.15,0.15
3441,-70.38,4.68,3.29
7167,11.99,0.0,0.01
5172,-105.84,0.88,0.95
5192,1.27,0.03,0.03
8672,0.1,0.2,0.21
5247,0.52,0.05,0.02
0054,4.47,0.07,0.08
7216,7.24,0.03,0.04
3476,1.58,0.09,0.09
7199,3.26,0.17,0.21
0151,19.19,0.13,0.01
7323,7.96,0.0,0.0
6483,2.97,0.14,0.14
7161,14.9,0.0,0.0
7077,-4.06,0.2,0.2
9334,1.75,0.03,0.04
0143,-7.26,0.0,0.0
6203,2.49,0.02,0.01
7062,1.22,0.23,0.25
6211,-9.81,0.0,0.0
5371,-13.09,0.04,0.04
5027,7.69,0.0,0.01
5171,9.61,0.25,0.12
5060,0.0,0.0,0.0
5280,6.7,0.58,0.18
9466,14.99,0.0,0.0
5235SS,15.58,0.45,0.45
2453,-1.8,0.0,0.0
7164,-39.36,0.7,0.68
5035,-12.63,0.02,0.01
6971,11.26,0.13,0.1
7017,-16.92,0.21,0.26
4847,-58.0,0.99,0.64
7153,16.18,0.14,0.17
0002,13.64,0.14,0.18
5878,10.9,1.4,1.4
9121,3.94,0.12,0.13
1996,-5.08,0.01,0.01
5038,8.3,0.03,0.05
2445,5.67,0.52,0.49
6874,0.37,0.37,0.36
2186,0.43,0.0,0.0
6491,7.69,0.04,0.02
7033,3.59,0.1,0.11
9083,-10.41,0.22,0.24
5843,-16.47,0.56,0.36
7130,2.0,0.08,0.1
6572,-7.96,0.01,0.02
8362,3.83,0.22,0.13
3174,3.77,0.17,0.15
1643,-2.18,0.07,0.07
7006,3.49,0.02,0.02
9385,2.23,0.32,0.29
9326,4.14,0.12,0.0
8494,2.54,0.02,0.03
5789,5.98,0.57,0.5
9881,3.51,0.0,0.0
9628,0.07,0.0,0.0
8079,20.91,0.15,0.08
5232,7.62,0.18,0.14
6633,14.97,0.61,0.8
8745,-33.65,0.07,0.08
7170,0.0,0.0,0.0
3573,-7.11,0.07,0.07
7089,18.6,0.03,0.01
6645,26.94,0.53,0.83
4235,-8.93,0.03,0.02
8486,1.65,0.0,0.0
7126,3.54,0.2,0.26
5284,3.67,0.0,0.0
8303,0.0,0.05,0.0
8621,15.62,0.03,0.02
7085,8.77,0.2,0.22
5068,7.77,0.0,0.01
5143,12.71,0.0,0.0
9199,6.35,0.0,0.0
1198,-5.04,0.01,0.0
7617,-9.9,0.0,0.25
7087,20.64,0.0,0.0
3859,4.27,0.28,0.29
8583,2.26,0.09,0.09
8141,2.03,0.05,0.06
5264,5.02,1.73,1.73
1155,10.45,0.79,0.79
3794,-11.84,0.11,0.11
3662,4.52,0.22,0.22
3891,-22.61,0.81,0.75
5014,7.38,0.42,0.54
1171,8.62,0.23,0.25
5186,-1.43,0.09,0.08
6548,-84.71,0.0,0.01
5916,10.74,0.33,0.14
5098,1.03,0.21,0.22
5077,-1.96,1.24,1.24
3867,10.45,0.02,0.0
1651,2.1,0.23,0.16
4936,-3.16,0.0,0.0
6181,2.88,0.11,0.14
1058,3.21,0.0,0.0
3514,7.41,0.01,0.0
5078,108.95,14.82,4.94
7029,6.91,0.04,0.06
5236,17.24,0.12,0.15
6012,21.36,1.12,1.12
7189,23.72,0.2,0.35
5983,11.01,0.01,0.05
7004,-7.9,0.14,0.01
5182,9.58,0.19,0.2
5090,-6.18,0.01,0.0
4502,7.44,0.32,0.0
3069,10.64,0.02,0.02
5129,1.18,0.0,0.0
3778,10.73,0.07,0.07
1694,0.73,0.0,0.65
5223,2.74,0.15,0.12
8192,-0.3,0.03,0.03
5040,-18.0,0.06,0.11
7234,-7.29,0.03,0.06
5011,-0.77,0.03,0.03
6149,2.15,0.65,0.61
0043,-17.9,0.0,0.0
7595,8.15,0.19,0.24
5026,1.31,0.25,0.26
5286,13.83,0.01,0.01
5001,-16.34,0.29,0.35
7935,-4.71,0.01,0.02
5166,-6.68,1.14,0.11
7219,-20.73,0.16,0.22
5576,3.31,0.03,0.05
5886,1.51,0.0,0.0
3816,4.07,0.24,0.22
9571,6.09,0.06,0.07
8893,0.53,0.01,0.01
6114,5.22,0.16,0.19
2194,2.31,0.95,0.85
0113,15.5,0.0,0.0
6459,5.71,0.15,0.15
5237,0.91,0.01,0.0
5123,2.16,0.38,0.38
0041,-54.66,0.0,0.0
5202,-16.56,0.37,0.37
5924,-5.91,0.01,0.01
5152,11.32,0.01,0.02
3883,7.8,0.13,0.13
5085,-89.4,3.65,1.98
5703,13.33,0.05,0.06
3913,6.53,0.0,0.0
3905,-6.92,0.24,0.24
9539,-0.78,0.0,0.0
0138,42.26,0.18,0.21
5087,-3.04,0.08,0.05
5275,10.12,0.21,0.2
5073,5.64,0.11,0.15
9806,-92.07,0.0,0.0
2038,-0.3,0.0,0.0
4707,102.01,0.2,0.27
7060,3.17,0.01,0.02
7241,-1.51,0.04,0.04
7215,2.51,0.0,0.0
7139,-4.45,0.01,0.01
0083,1.83,0.11,0.13
5047,-14.41,0.02,0.0
5066,1.96,0.14,0.13
5025,-18.27,0.0,0.0
4944,-0.99,0.14,0.12
5533,-2.31,0.07,0.09
0049,7.35,0.0,0.0
0172,5.68,0.84,0.74
7071,6.29,0.42,0.15
7140,6.14,0.0,0.0
3018,2.95,0.37,0.37
9008,-12.35,0.04,0.07
5260,-1.01,0.23,0.28
7107,7.59,0.06,0.08
4006,8.08,0.0,0.01
5827,13.65,0.2,0.22
5065,5.89,0.04,0.04
5053,8.6,0.28,0.28
7225,4.28,0.01,0.02
7095,8.29,0.0,0.0
6009,-2.74,0.2,0.12
7052,22.99,0.64,0.0
4081,-1.89,0.0,0.0
1287,-2.87,0.41,0.4
3719,12.31,0.0,0.0
8419,4.44,0.0,0.0
5125,8.33,0.1,0.08
5022,0.76,0.0,0.0
3611,-1.25,0.11,0.2
9407,6.84,0.28,0.28
1724,7.32,0.62,0.35
5657,-6.04,2.88,1.13
6912,-5.93,0.0,0.0
5212,6.6,0.54,0.54
5041,-13.61,0.44,0.11
6068,15.42,0.14,0.07
6254,-31.79,0.0,0.0
5271,10.22,0.0,0.0
4464,-27.46,0.0,0.11
7190,1.72,0.11,0.11
5231,1.54,0.22,0.22
9997,0.5,0.11,0.21
7160,20.95,0.01,0.01
8346,-31.43,0.11,0.38
0186,12.97,0.86,0.86
7108,-8.57,0.2,0.0
7080,-4.65,0.0,0.0
8311,4.63,0.49,0.47
5219,16.82,1.36,1.39
5133,-6.1,0.01,0.0
3042,10.25,0.02,0.02
5183,9.31,0.08,0.08
5681,13.97,0.03,0.03
6033,14.76,0.29,0.29
7081,8.19,0.01,0.0
5622,377.82,0.01,0.0
1902,-37.79,0.0,0.0
9598,8.12,0.07,0.06
7163,1.19,0.0,0.0
7055,5.0,1.27,1.37
9695,-5.26,0.39,0.43
7172,6.22,0.49,0.49
6637,-8.35,0.1,0.03
7088,14.99,0.0,0.0
5080,4.71,0.1,0.08
8117,3.83,0.08,0.1
4634,-9.06,0.34,0.12
7237,13.1,0.0,0.0
4065,5.13,0.01,0.01
8869,13.73,0.88,0.88
9873,4.51,0.07,0.03
5204,11.2,0.25,0.13
7168,-6.71,0.25,0.14
7123,-50.01,0.04,0.04
7201,0.54,0.01,0.01
8966,2.67,0.31,0.3
5070,-13.21,0.74,0.47
5436,10.59,0.0,0.0
1295,13.03,0.31,0.31
8273,8.91,0.07,0.07
6807,-11.71,0.82,0.7
7134,4.93,0.05,0.05
7084,11.63,0.3,0.3
7544,-2.91,0.07,0.07
7498,-25.8,0.08,0.09
5272,14.34,1.84,1.84
7765,0.4,0.88,0.86
9296,17.33,1.79,1.76
5256,-6.16,0.0,0.0
5270,-38.59,0.0,0.0
7232,2.58,0.03,0.03
9946,-11.08,0.03,0.03
0037,15.81,0.02,0.03
1066,10.1,0.29,0.29
5278,8.17,0.23,0.23
5113,-24.22,0.58,0.51
2542,1.91,0.0,0.0
9741,5.07,0.01,0.02
7803,-21.21,0.02,0.06
8567,0.47,0.02,0.02
0183,-0.34,0.0,0.0
9822,15.75,0.09,0.05
5147,15.47,0.05,0.06
7943,-11.42,0.0,0.0
5218,1.78,0.63,0.8
7811,3.99,0.24,0.24
4596,-1.32,0.08,0.0
5170,-14.2,0.48,0.56
9237,-18.18,0.31,0.33
5126,2.95,0.38,0.35
5135,1.9,0.14,0.18
5252,2.1,0.08,0.08
5157,0.76,0.1,0.1
5207,3.14,0.07,0.08
7239,-14.2,0.16,0.2
7247,-3.16,0.32,0.38
0099,19.72,0.01,0.0
4731,16.73,0.16,0.12
7045,-35.45,0.12,0.15
7158,-53.43,0.0,0.42
7073,1.17,0.0,0.01
4286,7.15,0.32,0.16
5145,-5.42,0.12,0.15
7053,-5.36,0.2,0.23
9792,45.92,1.17,0.28
2224,2.81,0.2,0.16
9431,-1.37,0.19,0.0
5213,5.72,0.51,0.48
5279,22.55,0.92,0.53
5163,-19.21,0.64,0.64
7180,14.2,0.16,0.21
5517,6.64,0.0,0.0
7412,-11.18,0.0,0.0
5173,-7.73,0.06,0.07
6017,7.83,0.0,0.0
5181,3.96,0.0,0.08
7246,1.33,0.24,0.24
4197,6.53,0.11,0.01
5285,-1.3,0.35,0.35
5288,6.32,0.26,0.26
4316,-7.83,0.84,0.86
9776,-38.05,0.27,0.09
2739,7.94,0.0,0.0
8532,-51.23,0.0,0.0
7115,3.92,0.48,0.5
7155,16.91,0.0,0.0
7248,14.51,0.0,0.0
7132,-7.98,0.07,0.11
5242,1.0,0.1,0.14
4375,2.46,0.07,0.07
5134,3.62,0.02,0.0
5665,-13.08,0.29,0.1
7103,6.33,0.0,0.01
6084,0.61,0.02,0.0
5006,-10.36,0.02,0.03
6904,-6.19,0.44,0.41
7207,4.84,0.01,0.05
1201,-0.51,0.0,0.0
2569,-1.08,0.01,0.0
3743,14.47,0.17,0.17
5211,7.91,0.24,0.24
5263,21.3,0.1,0.1
5176,8.45,0.0,0.0
7235,8.5,0.06,0.06
7106,11.53,0.06,0.05
6521,4.77,0.0,0.0
7186,-1.05,0.16,0.14
6139,33.07,0.0,0.0
9717,0.97,0.17,0.17
7082,-16.44,0.19,0.05
1538,10.75,0.33,0.42
7228,5.0,0.1,0.11
5012,5.54,0.22,0.24
4898,3.11,0.27,0.28
5158,3.4,0.21,0.22
7097,4.17,0.0,0.0
4022,1.62,0.02,0.18
7211,-9.85,0.01,0.03
2259,-7.04,0.11,0.01
8524,7.29,0.4,0.43
5191,9.32,0.19,0.06
4405,3.76,0.19,0.18
5149,2.47,0.07,0.0
5140,3.56,0.72,0.78
4448,-4.85,0.0,0.0
2054,-5.88,0.67,0.57
5289,6.57,0.0,0.0
7439,3.36,0.01,0.0
7200,-21.16,0.1,0.0
4863,8.5,1.27,1.27
5347,7.82,1.2,1.2
9369,7.15,0.07,0.0
7252,11.54,0.19,0.2
8702,-2.44,0.18,0.07
7206,0.0,0.0,0.0
5112,-54.81,1.81,1.51
9075,-2.34,0.0,0.0
7034,9.09,0.11,0.07
0012,9.13,0.04,0.04
7889,12.05,0.11,0.13
7374,-1.86,0.22,0.19
7079,-1.69,0.03,0.04
7854,14.45,0.04,0.0
5031,11.88,0.05,0.05
8397,-0.2,0.97,0.81
5239,3.22,0.29,0.33
0101,2.78,0.01,0.0
7230,2.36,0.07,0.01
7285,-0.96,0.11,0.0
5010,13.76,0.05,0.01
7113,14.84,0.34,0.54
5111,3.63,0.0,0.0
7173,3.87,0.01,0.01
7176,2.41,0.22,0.22
7218,0.13,0.0,0.01
5054,5.16,0.22,0.02
0118,-8.0,0.0,0.0
5401,5.07,0.35,0.39
9059,2.84,0.53,0.58
5042,-15.52,0.36,0.4
5230,9.61,0.01,0.0
5167,6.34,0.03,0.0
4359,-1.3,0.28,0.32
7100,35.65,0.0,0.0
1368,11.83,0.24,0.24
5148,4.19,0.37,0.34
7137,1.85,0.0,0.0
7227,8.46,0.02,0.03
4588,9.2,0.47,0.52
7091,7.98,0.06,0.06
5005,-0.69,0.12,0.08
2593,-2.61,0.04,0.05
2089,11.05,0.0,0.0
7133,1.0,0.03,0.02
5200,8.45,0.0,0.0
5110,2.77,0.0,0.0
7757,3.56,0.0,0.0
5292,27.8,0.02,0.07
7250,5.98,0.78,0.83
6963,10.92,0.04,0.05
5243,-0.75,0.36,0.48
4995,-35.47,0.01,0.01
7240,-5.3,0.03,0.0
0097,17.78,0.09,0.09
7070,13.34,0.05,0.06
5162,8.78,0.0,0.0
5142,7.01,0.44,0.14
7203,5.51,0.0,0.04
5016,2.25,0.06,0.05
7226,-5.42,0.0,0.0
3565,2.92,3.81,3.88
9679,3.41,0.55,0.9
0197,23.11,0.21,0.24
7231,32.87,0.0,0.0
5246,23.75,0.53,0.52
5009,-3.49,0.0,0.01
7692,4.28,0.06,0.07
0008,7.34,0.02,0.0
6378,0.0,0.0,0.0
7050,8.63,0.25,0.26
7025,4.26,0.01,0.01
4243,7.14,0.11,0.11
7245,-51.6,0.08,0.1
7121,-1.86,0.0,0.0
5156,1.64,0.0,0.0
5267,1.0,0.49,0.34
7003,4.17,0.02,0.03
7178,10.04,0.11,0.1
5584,6.04,0.04,0.03
5048,-1.53,0.0,0.0
7293,7.89,0.99,0.83
7020,-119.7,0.52,0.33
7014,-12.99,0.01,0.01
3158,1.69,0.25,0.17
7066,-22.48,0.33,0.47
5159,10.4,0.05,0.04
4677,1.77,2.98,2.32
5109,3.84,0.38,0.37
6742,3.72,2.11,1.51
7028,-8.41,0.0,0.01
2283,-41.56,9.8,8.04
5131,8.19,0.0,0.0
2836,183.26,0.04,0.04
5797,6.52,0.0,0.0
5141,15.37,0.08,0.02
0128,17.23,0.03,0.03
5075,2.69,0.08,0.09
9954,10.32,0.06,0.07
8664,1.74,0.72,0.72
2429,-10.09,0.25,0.28
